name[selection][flat][experiment][camera]	0.0	0.16670000000000584	0.5	0.6667000000000058	1.0	1.1667000000000058	1.5	1.6667000000000058	2.0	2.166700000000006	2.5	2.666700000000006	3.0	3.166700000000006	3.5	3.666700000000006	4.0	4.166700000000006	4.5	4.666700000000006	5.0	5.166700000000006	5.5	5.666700000000006	6.0	6.166700000000006	6.5	6.666700000000006	7.0	7.166700000000006	7.5	7.666700000000006	8.0	8.166700000000006	8.5	8.666700000000006	9.0	9.166700000000006	9.5	9.666700000000006	10.0	10.166700000000006	10.5	10.666700000000006	11.0	11.166700000000006	11.5	11.666700000000006	12.0	12.166700000000006	12.5	12.666700000000006	13.0	13.166700000000006	13.5	13.666700000000006	14.0	14.166700000000006	14.5	14.666700000000006	15.0	15.166700000000006	15.5	15.666700000000006
AT1G02560	0.001686619	0.002240689	-0.006268123	-0.002425859	-0.002569579	-0.003929944	-0.001076947	-0.008244628	-0.009865981	-0.009429919	-0.015218204	-0.014912404	-0.007358141	0.007580705	-0.011309224	-0.007232481	-0.009606242	-0.004196655	-0.001610746	-0.015861828	-0.013507304	-0.016646449	-0.003436155	9.0E-4	-0.004114462	-4.72E-4	-0.019566674	-0.017939221	-0.005677773	-3.65E-4	-0.003089796	-0.019493244	-0.008223036	0.010458048	0.002727555	-0.025164108	0.004733608	0.02490126	-0.004207764	-0.02061237	3.31E-4	8.9E-4	0.002990877	-0.022085362	-0.004337394	-0.020394904	-0.001291925	-0.014329557	-3.72E-4	-0.020198596	-0.007844237	6.95E-4	-0.011468334	0.001622616	-0.002307369	-0.003846604	-0.006550117	-0.004085955	-0.009937462	-0.007951927	-0.007439766	-0.005382543	-0.011076178	-0.007577759
AT1G03160	-0.096556704	-0.099951044	-0.092991618	-0.098982494	-0.092588584	-0.110862409	-0.099482657	-0.124254668	-0.102599101	-0.135347014	-0.115366851	-0.1376623	-0.114097071	-0.157305042	-0.131926839	-0.188697113	-0.135057569	-0.203586992	-0.132128135	-0.211337712	-0.140508947	-0.220834643	-0.147130776	-0.245988441	-0.146706141	-0.235384672	-0.143351971	-0.240338402	-0.136002448	-0.217137875	-0.149467432	-0.234261189	-0.147966604	-0.204451084	-0.146675647	-0.221193612	-0.142963657	-0.23675449	-0.143302846	-0.213619177	-0.143258164	-0.220700205	-0.133027837	-0.206178084	-0.125092121	-0.204514652	-0.124857798	-0.189267972	-0.112511001	-0.184063522	-0.10497993	-0.166402137	-0.095735528	-0.14540257	-0.094823482	-0.138227933	-0.091073576	-0.11768487	-0.085274591	-0.098472085	-0.078988593	-0.086430101	-0.076340241	-0.073587532
AT1G03600	-0.530740536	-0.534011133	-0.499275217	-0.532671685	-0.485365126	-0.518215015	-0.491891083	-0.479432077	-0.503332212	-0.464288024	-0.519959188	-0.441017598	-0.526247921	-0.400747657	-0.548544101	-0.399469195	-0.563731831	-0.39623506	-0.583589275	-0.46063099	-0.653863534	-0.483629206	-0.66065	-0.558345369	-0.723372466	-0.585818201	-0.804695439	-0.645740472	-0.839417031	-0.69421021	-0.92138019	-0.723278135	-0.939661845	-0.720372918	-0.998291211	-0.820623402	-1.050104838	-0.836079034	-1.091874977	-0.842160789	-1.064703755	-0.906477477	-1.106081093	-0.923314645	-1.161831257	-0.930736593	-1.117474098	-1.016616149	-1.13676895	-0.995492267	-1.095442286	-1.041519618	-1.049761014	-1.057659135	-1.01293428	-1.066749868	-0.983359194	-1.009717436	-0.908305451	-0.936524679	-0.846904894	-0.850936931	-0.768956093	-0.741069588
AT1G03850	0.006181765	-0.001523784	0.002924999	4.83E-4	0.00141104	0.013415503	-0.003141589	0.009923626	0.004081006	0.035182245	0.008197773	0.025697828	0.012431135	0.027587395	0.001148478	0.022522677	0.008438195	0.01137229	0.015082471	0.037324898	0.024106073	0.00902894	0.026475748	0.037356552	0.025267811	0.013972903	0.033654537	0.030288026	0.025913834	0.01647591	0.022324933	0.037856515	0.011958943	0.022849595	0.031717836	0.019374993	0.019701141	0.024645055	0.024635044	0.032508459	0.018078444	0.025250053	0.015677562	0.021865046	0.015722256	0.01331568	0.010345451	0.02892573	0.012388851	0.038232792	0.008521298	0.034676949	0.008095776	0.033458165	0.001913011	0.021703928	0.005027037	0.018367925	0.014680698	0.015188439	0.009494703	0.009460119	0.010795727	0.009192672
AT1G05385	0.004673181	0.00859722	0.003567171	0.003376081	0.004408596	0.010798983	0.007478143	0.017357085	0.006234959	0.020601534	-4.94E-4	0.018713632	0.001409131	0.026711618	0.005969413	0.02385993	0.010290925	0.022969489	0.01891057	0.021569095	0.012665831	0.004860352	0.022519392	0.02866923	0.016053977	0.035336122	0.010819205	0.028679264	0.024234653	0.036676037	0.018520226	0.033674449	0.017114292	0.037230443	0.028529416	0.001951453	0.024055859	0.036637777	0.021901123	0.015695999	0.019834079	0.054058941	0.02725273	0.032865697	0.009491637	0.022176785	0.008985816	0.027478751	0.016544578	0.025641346	0.005783516	0.022524374	0.002182895	0.02856625	0.008749717	0.020362965	0.00652177	0.013300972	0.006717798	0.007908209	0.004183027	0.008682856	0.003995304	0.004608739
AT1G06690	-0.001119779	0.005007308	0.002604993	0.007319219	0.004711323	0.004800235	0.004652844	0.004564901	0.002910297	-0.006859858	0.00380333	-0.01855898	8.12E-4	-0.027896079	-0.00281696	-0.04099236	-0.011230712	-0.057420812	-0.009024717	-0.051075417	-0.017712004	-0.062564811	-0.024014799	-0.088755081	-0.024741894	-0.068198813	-0.023897757	-0.058717906	-0.026028585	-0.061613254	-0.024611422	-0.080560887	-0.030775981	-0.073471551	-0.024997619	-0.059724892	-0.021964011	-0.069862912	-0.021029127	-0.057475641	-0.023105879	-0.067395697	-0.017352239	-0.071274984	-0.017062756	-0.066085158	-0.011357918	-0.06157986	-0.009767963	-0.049507527	-0.007875364	-0.035987066	-0.008265807	-0.024250419	-0.010523876	-0.02289716	-0.008354497	-0.010767449	-0.00754042	-0.00412145	-0.008418035	-0.005385575	-0.007070029	-0.008244856
AT1G07510	-0.001750505	0.005379273	0.001813815	0.011283178	0.005456194	0.004562544	8.88E-4	0.001686033	-0.002070753	-0.008032406	7.88E-4	-0.00722615	-0.003585355	-0.022424231	-0.001759692	-0.038191754	-0.009364974	-0.051569663	-0.00193052	-0.041986547	-0.013174791	-0.027975182	-0.022732235	-0.07717169	-0.020471866	-0.084362752	-0.018488492	-0.072637144	-0.026738161	-0.037334037	-0.0267198	-0.078640898	-0.023478298	-0.030243384	-0.025434243	-0.041036725	-0.018760613	-0.056669501	-0.025597759	-0.041066494	-0.026927896	-0.055787202	-0.021132012	-0.053026659	-0.025783471	-0.053685223	-0.023537369	-0.055563918	-0.022011528	-0.056662928	-0.019742404	-0.028124235	-0.022850237	-0.023715715	-0.025474382	-0.02785422	-0.027182545	-0.027759473	-0.030717565	-0.026242154	-0.033008227	-0.029214773	-0.033005151	-0.03170461
AT1G10170	0.011495196	0.008296764	0.01245806	0.004972796	0.009654883	0.008619811	0.003015315	0.002344048	0.009172027	5.18E-4	0.005708965	8.96E-4	0.003867063	-0.003222678	0.010089176	-0.013248073	0.003339524	-0.01073311	0.005359283	-0.009991019	0.007701033	-0.008529008	0.009804714	-0.018741144	0.005933285	-0.015055431	0.007557889	-0.012001792	0.006290837	-0.025161898	0.006107241	-0.025445183	0.00522263	-0.016322492	0.009712437	-0.03428003	-0.004275998	-0.023549586	-0.001324348	-0.011726191	0.005430086	-0.017708745	0.005421247	-8.38E-4	0.004392544	-0.024490267	0.003531518	-0.007131262	0.001841305	-0.004594554	0.008392567	0.003518148	0.006191563	-0.001005143	0.009267727	-0.001842525	0.011372152	0.004776918	0.017716074	0.010410807	0.014032915	0.014356013	0.018266837	0.016604901
AT1G12250	-0.020178836	-0.021050784	-0.013292606	-0.021401784	-0.020153927	-0.026430314	-0.01683945	-0.019854454	-0.012982944	-0.012421092	-0.022832292	-0.043769117	-0.028822369	-0.043525934	-0.029024001	-0.082495238	-0.016332715	-0.098786489	-0.037254463	-0.129545884	-0.031011469	-0.137452411	-0.028467134	-0.123573358	-0.028372437	-0.109511847	-0.052036833	-0.186779195	-0.03620017	-0.169185109	-0.051589255	-0.141709882	-0.037534617	-0.166390555	-0.047867755	-0.128085294	-0.034061956	-0.110327626	-0.045736508	-0.096388142	-0.044470679	-0.134011838	-0.036655347	-0.165154816	-0.0329684	-0.117237678	-0.028075663	-0.069515364	-0.022731055	-0.102926108	-0.029772634	-0.072105493	-0.025019956	-0.042310834	-0.027834036	-0.033703872	-0.021488881	-0.027486333	-0.024646565	-0.021116729	-0.018713426	-0.018299097	-0.009454747	-0.017778272
