name[selection][flat][experiment][camera]	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0	13.5	14.0	14.5	15.0	15.5
AT1G02560	0.002445222	-7.69E-4	0.007364472	0.001603991	7.72E-4	-0.003944149	-1.06E-4	-0.00491889	-0.011616078	-0.009076832	-0.010926165	-0.013761044	-0.010286982	-0.007890337	-0.006601905	-6.3E-4	-0.017541086	-0.00228743	-2.81E-4	-0.00384994	0.009282711	7.37E-4	-0.001893726	0.001429686	-5.41E-4	5.01E-4	0.004071892	0.003829311	0.003480893	-0.00188477	-3.25E-4	-0.002254535
AT1G03160	-0.090989053	-0.095152868	-0.107726489	-0.117436657	-0.127909691	-0.131318018	-0.131590714	-0.137177691	-0.14042139	-0.135379283	-0.149396279	-0.144068654	-0.133600521	-0.134617633	-0.124069335	-0.141502139	-0.129546436	-0.126226842	-0.1243511	-0.117771034	-0.117270109	-0.10886969	-0.111538025	-0.097321797	-0.092804103	-0.091613698	-0.088197509	-0.082705603	-0.082066899	-0.075567637	-0.070622689	-0.067135755
AT1G03600	-0.059349683	-0.037720078	-0.034668822	-0.030461417	-0.030128486	-0.032071147	-0.031901194	-0.029460456	-0.041643002	-0.065808942	-0.088399235	-0.137026706	-0.185228877	-0.241806465	-0.334587348	-0.367356592	-0.457014554	-0.532479174	-0.583467449	-0.668719307	-0.701598152	-0.747230045	-0.802866388	-0.821268689	-0.839427084	-0.869720498	-0.867763271	-0.859151024	-0.820206196	-0.775199015	-0.699568509	-0.627508169
AT1G03850	-0.01274099	-0.009856532	-0.010009057	-0.006582423	6.81E-4	0.00363021	-5.87E-4	-0.012862768	0.012712859	0.013354312	0.010120358	-3.51E-4	-0.01423718	-0.001742808	0.002380783	0.014426943	0.003531713	0.009129837	0.011764855	0.018728487	0.014718347	0.018414714	0.01725645	0.019211783	0.011857648	0.018662192	0.009044548	-0.004392568	-8.95E-4	0.001221746	-0.002618328	-0.002203489
AT1G05385	2.41E-5	-0.005033624	-4.34E-4	0.004162218	0.003032701	-1.69E-4	0.00316052	-0.003978684	0.004659689	0.001563349	-0.002295224	2.82E-4	0.00342906	0.007475795	0.006429218	0.014701154	0.002956694	0.016281316	0.008145636	9.76E-4	0.020118887	0.019235102	0.009990311	0.012401633	0.001686744	0.00482456	0.002132012	0.00741635	0.00272125	8.9E-4	-4.65E-4	0.003350122
AT1G06690	-0.002537762	-0.003038931	0.001632789	0.004096251	0.006042962	0.007245612	0.003665397	-0.001119318	0.001545162	-0.006791532	-0.013564241	-0.024297354	-0.016595342	-0.009771461	-0.011969355	-0.023168858	-0.024818397	-0.01837478	-0.021510336	-0.016239875	-0.01697199	-0.016315359	-0.010444842	-0.002366663	-0.006505506	-0.003626102	-0.002832961	4.15E-4	-0.00291272	-0.001639656	-0.002807162	-0.005870434
AT1G07510	3.91E-4	-0.002149262	-4.39E-4	0.005409371	0.004260284	0.006796856	0.008916424	-0.001079405	-0.005165903	-3.55E-4	-0.004062529	-0.021287282	-0.001068702	-0.003194776	-0.012097076	-0.007152632	-0.018687879	-0.001492093	-0.014233961	-0.008326765	-0.002345475	0.001051919	-0.001246078	0.005911164	8.61E-4	0.004407867	0.004126298	-4.34E-4	-5.7E-4	-0.004080899	-0.004413613	-0.009232517
AT1G10170	1.85E-4	3.85E-4	0.003598555	2.59E-4	4.46E-4	0.004326505	-0.002427974	-0.008163644	-0.006175562	-0.011539199	-0.006753503	-0.014003605	-0.018600639	-0.009552054	-0.004802269	-0.015772482	-0.011122125	-0.01914075	-0.01083475	-0.014112498	-0.016401052	-0.017677648	-0.009892163	-0.010736299	-0.00638005	0.002827727	-3.27E-4	-6.1E-4	0.009235951	0.009634689	0.015115079	0.008795593
AT1G12250	-0.007648786	-0.002977327	-1.81E-4	-0.009714213	-0.008292083	-0.012690676	-0.02013032	-0.011050511	-0.015256121	-0.023612251	-0.037530767	-0.034650023	-0.03180912	-0.038503661	-0.034165045	-0.025180129	-0.039593214	-0.040675277	-0.037118864	-0.045115041	-0.049182076	-0.049937404	-0.041519517	-0.043450209	-0.037473004	-0.037407284	-0.037850575	-0.03989046	-0.02816628	-0.02963197	-0.028393296	-0.018455182
