AT5G42270	9	7	1	8	4	2	3	1	3	5	6	9	7	8	4	4	7	3	8	3	2	6	6	3	7	6	9	10	10	4	5	3	10	9	8	5	10	9	9	3	9	8	1	9	1	8	10	9	3
AT1G54500	2	9	10	4	6	10	5	3	9	1	4	4	1	10	9	10	4	7	5	2	7	1	4	6	4	9	8	2	4	1	8	6	3	6	7	3	8	5	1	6	3	10	7	8	7	6	2	3	7
AT5G35170	9	7	1	1	4	2	3	1	3	5	6	9	6	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	3	3	1	3	6	9	1	5	8	7	5	6	5	5	1	5	5	8	6	4
AT1G80030	4	7	1	8	5	2	3	10	3	8	6	9	6	2	6	8	8	3	9	10	2	9	9	8	8	7	6	8	8	3	1	6	6	4	10	4	2	10	6	2	9	8	10	9	1	7	5	5	3
AT1G10170	1	7	1	5	7	2	7	10	3	8	10	9	6	3	1	1	4	2	9	10	7	9	4	6	9	8	5	8	4	3	3	1	6	4	5	4	2	1	6	2	1	8	10	7	1	9	6	5	1
AT5G12470	4	7	1	5	5	1	7	10	10	8	10	1	9	2	7	7	4	7	5	2	7	9	4	6	9	9	5	1	4	3	2	1	3	6	9	1	2	8	6	2	1	1	6	7	4	7	5	5	3
AT2G20260	9	7	5	1	4	2	3	1	3	5	6	9	6	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	6	6	4	10	4	2	10	9	3	9	8	10	9	1	8	10	9	3
AT1G03600	10	3	6	2	1	6	8	6	1	2	2	3	3	7	2	6	3	6	4	9	3	3	7	1	6	1	1	6	9	9	9	8	8	8	6	7	4	3	5	1	7	9	9	10	3	10	9	1	8
AT5G39830	4	7	1	8	2	2	3	1	3	5	6	9	6	2	6	1	8	2	9	10	2	9	9	6	9	8	5	8	4	3	3	1	6	4	5	4	2	10	6	2	1	8	10	7	1	7	5	5	3
AT1G20810	5	1	7	4	6	5	5	3	5	1	4	10	1	3	9	9	5	8	1	5	5	1	4	6	9	4	5	4	6	1	4	9	4	1	7	9	8	7	2	6	3	7	7	1	5	5	8	6	4
AT1G14150	9	7	1	8	4	2	3	1	3	5	6	9	10	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	6	6	4	5	4	2	10	6	2	1	8	10	7	1	7	5	5	3
AT2G41330	9	7	1	8	7	2	3	1	3	5	6	9	10	2	6	1	8	2	9	10	2	9	9	8	8	8	6	8	8	2	10	6	6	4	7	3	2	10	7	5	6	8	7	4	7	8	6	5	3
AT3G19490	6	10	2	7	9	4	9	4	4	3	8	6	7	8	5	3	1	3	8	6	6	3	6	3	1	6	9	10	10	4	5	5	10	9	8	2	1	9	9	3	4	8	1	6	10	1	1	9	10
AT3G17830	8	6	2	9	3	9	9	5	6	9	1	7	5	6	8	5	3	1	2	4	9	5	10	5	3	1	2	9	2	5	7	10	9	3	1	2	7	6	8	1	5	3	4	5	9	10	9	2	8
AT1G17850	4	7	1	5	5	2	3	10	3	8	3	9	6	2	1	8	8	2	9	10	7	9	3	6	9	7	5	8	4	3	3	1	6	5	5	4	2	8	6	2	1	1	6	7	4	7	5	5	3
AT2G01140	1	1	7	4	10	10	5	3	9	1	4	10	1	5	10	9	9	8	1	7	10	4	1	9	5	4	7	5	5	7	4	7	4	1	7	3	8	7	2	7	6	5	5	4	2	9	6	10	1
AT1G67700	9	7	5	1	4	2	3	1	3	5	6	9	7	1	4	4	7	3	8	1	2	8	6	8	7	3	6	10	8	2	1	6	10	4	10	4	2	10	9	3	9	8	10	9	1	8	10	9	3
AT5G01500	4	7	1	8	2	2	3	1	3	5	6	9	10	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	1	6	6	4	10	4	2	10	6	3	9	8	10	9	1	7	10	5	3
AT3G57680	9	7	1	5	7	2	7	10	3	8	3	9	6	2	1	7	4	2	9	10	7	9	4	6	9	9	5	4	4	3	3	1	3	6	9	1	2	8	6	2	1	1	6	7	4	7	5	5	3
AT4G16155	4	8	9	5	5	1	6	10	10	4	10	1	9	10	7	10	4	7	10	2	7	1	4	2	4	9	5	2	1	6	2	1	3	6	9	1	5	8	3	2	2	1	6	7	4	3	5	5	7
AT1G56500	4	8	9	5	5	1	6	10	10	4	10	1	9	10	7	10	4	3	9	1	2	6	4	3	7	6	6	8	10	8	1	3	6	4	3	5	10	9	9	3	9	8	10	9	6	7	5	5	5
AT1G22450	4	8	9	5	5	1	6	10	10	8	10	1	9	10	7	10	4	7	10	2	7	1	4	2	4	9	5	2	1	6	2	1	3	6	9	1	5	8	3	2	2	1	6	7	4	6	3	5	9
AT5G53170	4	7	1	5	5	1	6	10	10	8	10	1	9	10	7	7	4	7	10	2	7	9	3	2	4	9	5	2	1	6	2	2	3	6	9	1	2	8	6	2	2	1	6	7	1	1	1	9	5
AT5G15250	9	7	1	8	2	2	3	10	3	5	6	9	10	2	6	1	8	2	9	10	2	9	9	8	8	8	6	8	8	3	10	1	6	5	5	4	2	10	6	2	1	1	10	7	1	7	5	5	3
AT3G58010	4	7	9	5	5	1	6	10	10	8	10	1	9	10	7	7	4	7	5	2	7	1	4	6	4	9	5	4	4	3	2	1	3	6	9	1	5	8	6	2	1	1	6	7	4	7	5	5	3
AT2G29500	9	7	5	1	4	2	3	1	3	5	6	9	10	2	6	1	8	2	9	10	2	9	6	8	8	3	6	8	8	2	10	6	10	4	10	4	2	10	9	3	9	8	10	9	1	8	10	9	3
AT3G60370	4	7	9	5	5	1	6	10	10	8	10	1	9	2	7	7	4	7	9	2	7	9	3	6	4	7	5	8	1	6	2	1	3	6	9	1	2	8	6	2	2	1	6	7	4	7	5	5	3
AT1G50460	1	5	8	3	6	5	6	10	10	4	10	1	9	10	7	7	4	7	5	2	7	1	4	6	4	9	5	4	4	1	8	1	3	6	9	1	5	8	6	2	1	1	6	7	4	3	5	5	7
AT2G26800	9	7	1	8	4	2	3	1	3	5	6	9	10	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	6	6	4	5	4	2	10	6	2	1	8	10	7	1	7	5	5	3
AT1G21750	1	5	7	3	6	5	5	3	5	1	4	10	1	3	9	9	5	8	1	5	5	4	1	9	5	4	7	4	5	7	4	9	4	1	7	3	8	5	2	6	3	7	8	1	5	5	8	6	4
AT2G44990	9	7	1	8	7	2	3	1	3	5	6	9	10	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	6	6	4	10	4	2	10	6	3	9	8	10	9	1	8	10	9	3
AT1G30510	1	5	8	3	6	5	7	10	2	8	10	9	6	3	1	7	4	2	5	5	7	1	4	6	9	8	5	4	6	1	3	1	6	5	7	9	8	7	7	5	6	5	5	4	2	2	7	10	2
AT3G10130	9	7	1	5	2	2	3	10	3	8	3	9	6	2	1	1	8	2	9	10	7	9	5	6	9	8	5	4	4	3	3	1	6	5	5	4	2	8	6	2	1	1	6	7	4	9	6	10	1
AT3G22690	9	7	1	5	7	2	7	10	3	8	3	9	6	2	1	7	4	2	9	10	7	9	4	6	9	9	5	4	4	3	3	1	3	5	9	4	2	8	6	2	1	1	6	7	4	7	5	5	3
AT1G54050	9	7	1	8	7	2	3	1	2	5	3	9	10	3	6	1	8	2	9	10	5	9	9	8	9	8	5	8	6	3	10	1	6	5	5	4	2	1	6	2	1	8	10	7	1	7	5	5	5
AT1G55370	4	7	1	8	5	2	3	10	3	8	6	9	6	2	6	8	8	2	9	10	7	9	3	6	9	7	5	8	4	3	3	1	3	6	9	1	2	8	6	2	1	1	6	7	4	7	5	5	3
AT4G35770	4	7	1	5	5	2	7	10	3	8	10	9	6	2	1	7	4	2	9	10	7	9	3	6	9	7	5	8	4	3	3	1	3	5	5	4	2	8	6	2	1	1	6	7	4	7	5	5	3
AT3G56040	3	2	3	2	8	6	4	9	1	6	2	3	3	7	2	2	3	6	4	9	3	7	10	7	3	2	1	6	7	10	9	4	8	7	6	7	3	4	4	10	10	4	3	2	8	4	3	4	9
AT1G27510	5	1	7	4	10	5	5	10	2	8	3	9	10	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	1	6	5	5	4	2	8	6	2	6	5	5	4	2	2	7	10	2
AT5G59250	4	7	9	5	5	1	6	10	10	4	10	1	9	10	7	10	4	7	10	2	7	1	4	2	4	9	5	2	1	6	8	1	3	6	9	1	5	8	3	2	2	1	6	7	4	3	5	5	3
AT1G75690	4	8	9	5	5	1	6	10	10	4	10	1	9	10	7	10	4	7	10	2	7	1	4	2	4	9	8	2	1	6	8	1	3	6	9	1	5	8	3	2	2	1	6	7	4	3	5	5	3
AT4G01900	1	5	8	3	7	5	7	10	2	8	3	9	10	3	1	1	8	2	9	5	5	9	9	6	9	8	5	4	6	3	3	1	6	5	5	4	2	8	7	5	6	5	5	4	2	9	6	10	1
AT2G18790	6	10	5	7	4	2	1	1	4	5	6	2	7	8	4	4	7	3	8	3	2	6	6	3	7	6	6	10	10	4	1	2	10	9	8	5	10	9	9	3	9	8	1	9	10	8	1	9	10
AT1G78915	5	1	7	4	10	10	5	3	5	1	4	10	1	5	10	9	9	8	1	5	5	4	1	9	5	4	7	4	5	7	4	9	4	1	7	9	8	7	2	7	3	7	7	4	6	5	7	10	6
AT3G24590	4	7	1	5	5	2	7	10	3	8	10	1	6	2	1	7	4	7	5	2	7	9	4	6	9	9	5	4	4	3	2	1	3	6	9	1	5	8	6	2	1	1	6	7	4	9	6	10	1
AT2G01918	1	5	8	8	10	2	5	1	2	5	4	9	10	2	6	1	8	2	9	10	5	9	9	8	8	8	6	8	6	3	10	1	6	5	5	4	2	1	7	5	6	1	10	4	4	9	6	10	6
AT1G52220	4	7	1	5	5	2	3	10	3	8	10	1	6	2	7	8	4	2	9	10	7	9	3	6	4	7	5	1	1	6	2	1	3	6	9	1	5	8	6	2	2	1	6	7	4	3	5	5	3
AT3G15360	4	7	1	5	5	2	7	10	10	8	10	1	9	2	1	7	4	7	5	2	7	9	3	6	9	9	5	1	4	3	3	1	3	6	9	1	2	8	7	5	6	5	7	1	5	5	8	6	4
AT1G65260	5	1	7	4	10	10	2	7	9	1	4	10	1	5	10	9	9	8	1	7	5	4	1	9	5	4	7	4	5	7	4	7	4	1	7	3	8	5	2	6	3	7	7	1	5	5	8	3	6
AT4G04020	4	7	1	8	7	2	3	10	3	8	3	9	10	2	6	1	8	2	9	10	2	9	9	8	8	8	6	8	8	3	10	6	6	4	10	4	2	10	6	2	1	8	10	9	1	7	5	5	5
AT1G32500	4	2	6	1	1	3	8	4	4	3	8	6	4	8	5	3	1	9	7	6	6	3	3	3	1	6	9	7	3	4	1	2	3	2	8	5	1	2	9	8	9	6	3	9	10	1	1	9	10
AT3G47060	1	5	8	3	7	5	3	10	2	5	3	9	10	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	6	6	4	5	4	2	10	6	2	1	8	10	7	1	7	5	5	3
AT2G26550	3	2	9	10	8	1	6	4	4	3	8	6	4	8	5	3	1	9	7	6	6	3	8	7	10	2	9	7	3	9	9	4	8	2	6	7	1	2	3	4	10	6	3	2	8	4	3	4	9
AT4G20820	9	7	1	5	7	2	7	10	2	8	3	9	6	3	1	1	4	2	5	5	7	9	4	6	9	8	5	4	6	3	3	1	6	5	9	4	2	8	6	2	1	1	6	7	4	7	5	5	3
AT1G74070	5	1	7	3	6	5	5	3	5	1	4	10	1	3	9	9	5	8	1	5	5	1	4	9	5	4	7	4	6	1	4	9	4	1	7	9	8	7	2	7	6	7	5	1	2	2	7	10	2
AT3G53560	1	5	8	3	6	5	5	3	5	1	4	10	1	3	9	9	5	8	1	5	5	1	4	6	9	4	5	4	6	1	4	9	4	6	7	9	8	7	7	7	6	5	5	4	2	2	7	10	1
AT5G53490	1	5	8	3	6	5	5	3	5	1	4	10	1	3	9	9	5	8	1	5	5	1	4	9	9	4	5	4	6	1	4	9	3	6	7	9	5	7	7	5	6	5	5	4	2	9	6	10	1
AT2G42975	4	7	1	5	5	1	7	10	10	8	10	1	9	2	7	7	4	7	5	2	7	1	4	6	9	9	5	4	4	3	2	1	3	6	9	1	5	8	6	2	1	1	6	7	4	9	6	10	1
AT2G20270	4	7	1	5	5	2	3	10	3	8	6	9	6	2	1	8	8	2	9	10	2	9	3	6	9	7	5	1	4	3	3	1	3	6	9	1	2	8	6	2	1	1	6	7	4	7	5	5	3
AT2G29180	6	10	5	7	4	2	1	1	4	5	6	2	7	8	4	4	7	3	8	3	2	6	6	3	7	6	6	10	10	4	1	2	10	9	8	5	10	9	9	3	9	8	1	9	10	1	1	9	10
AT3G01440	4	7	5	8	4	2	1	1	3	5	6	9	10	1	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	6	6	4	5	4	2	10	6	2	1	8	10	7	1	9	2	3	6
AT1G76760	4	7	1	8	7	2	3	10	3	5	6	9	10	2	6	1	8	2	9	1	2	8	9	8	8	8	6	8	8	2	1	6	6	4	10	4	2	10	6	2	1	8	10	7	1	9	6	10	1
AT2G26360	8	4	2	6	3	9	10	5	6	9	9	7	5	6	8	5	6	1	2	8	4	5	10	5	3	1	2	9	2	5	7	10	9	3	1	2	7	6	8	1	5	3	2	5	9	10	9	1	8
AT4G13670	4	7	1	5	5	2	3	10	10	8	10	1	9	2	7	7	4	7	5	2	7	9	3	6	4	9	5	1	4	3	2	1	3	6	9	1	2	8	6	2	1	1	6	7	4	7	5	5	3
AT2G35040	4	7	1	5	5	2	3	1	3	3	10	1	9	1	7	8	4	3	10	2	7	9	3	2	4	9	5	2	1	6	2	1	3	6	9	1	5	8	6	2	2	1	6	7	4	3	5	5	3
AT1G65230	3	2	3	2	8	6	4	9	8	10	2	8	2	4	3	2	2	9	3	4	3	2	8	10	2	2	4	2	3	10	9	4	2	7	3	6	9	4	3	4	10	4	3	2	8	6	3	5	9
AT1G03850	1	9	8	10	6	5	5	3	5	1	4	10	1	10	9	9	5	8	1	5	5	1	4	9	5	4	7	4	5	1	4	9	4	1	7	9	8	7	2	7	6	5	5	4	2	2	7	10	1
AT1G50250	4	7	9	5	5	1	7	10	10	8	10	1	9	2	7	7	4	7	9	2	7	1	4	6	9	9	5	4	4	3	2	1	3	6	9	1	5	8	6	2	1	1	6	7	4	9	6	5	1
AT2G40760	4	7	1	5	7	2	7	10	3	8	3	9	6	2	1	1	8	2	9	10	7	9	4	6	9	9	5	8	4	3	3	1	3	5	9	1	2	8	6	2	1	1	6	7	4	7	5	5	3
AT2G26340	1	9	8	10	6	1	4	9	8	10	2	8	2	4	3	10	2	9	3	4	3	2	8	10	2	2	4	2	3	10	9	4	2	7	3	6	9	4	3	4	10	4	6	2	8	6	6	10	6
AT5G08050	3	9	3	10	8	6	4	9	8	10	2	8	2	4	3	10	2	9	3	4	3	2	8	10	2	2	4	2	3	10	8	4	2	6	3	6	9	4	3	4	6	5	5	8	2	2	7	6	4
AT1G22020	4	8	9	5	5	1	6	10	10	8	10	1	9	10	7	7	4	7	10	2	7	1	4	2	4	9	5	2	1	6	8	1	3	6	9	1	5	8	3	2	2	1	6	7	4	3	5	5	7
AT5G16150	4	8	9	5	5	1	6	10	10	8	10	1	9	10	7	7	4	7	5	2	7	1	4	6	4	9	5	4	4	3	2	1	3	6	9	1	5	8	6	2	1	1	6	7	4	7	5	5	3
AT4G24750	1	5	8	5	7	2	3	10	3	8	6	9	6	2	6	1	8	2	9	10	2	9	3	6	9	7	5	8	4	3	3	1	3	6	5	4	2	8	6	2	1	1	10	7	1	9	6	10	1
AT4G01050	1	5	8	3	7	5	7	10	2	8	3	9	10	3	6	1	8	2	9	10	5	9	9	6	9	8	5	8	6	3	3	1	6	5	5	4	2	10	6	2	6	1	10	7	1	9	6	10	1
AT1G02560	9	7	1	8	4	2	3	1	3	5	6	9	10	1	6	1	7	2	9	1	2	8	9	8	8	3	6	8	8	2	1	6	6	4	10	4	2	10	9	3	9	8	10	9	1	8	10	9	5
AT1G18730	4	7	1	8	4	2	1	1	3	5	6	9	10	2	6	1	8	2	9	10	5	9	9	8	8	8	5	8	6	1	10	6	6	4	5	4	2	1	6	2	1	8	10	7	1	7	5	5	7
AT3G46780	4	8	9	10	5	1	6	10	10	4	10	1	9	10	7	10	5	7	1	5	7	1	4	6	4	9	5	4	1	1	8	1	3	6	9	1	5	8	10	2	2	1	6	7	4	3	5	5	7
AT1G79450	1	5	8	3	6	5	5	10	2	1	4	10	1	3	9	9	5	8	1	5	5	1	4	6	9	8	5	4	6	1	3	1	6	5	7	9	2	7	7	5	6	5	5	4	2	9	6	10	1
AT1G06690	1	5	8	5	7	5	7	10	3	8	3	9	6	2	1	7	4	2	9	10	7	9	4	6	9	7	5	8	4	3	3	1	3	5	9	4	2	8	6	2	1	1	6	7	4	7	5	5	3
AT1G23740	1	5	8	5	7	5	7	10	2	8	10	9	6	3	1	1	4	2	9	10	7	9	4	6	9	8	5	4	6	3	3	1	6	5	9	4	5	8	7	5	6	5	5	4	2	9	6	10	1
AT3G46610	10	2	6	2	1	3	8	4	1	6	5	5	4	7	2	6	1	6	7	9	6	3	10	7	6	2	9	6	9	9	9	4	8	8	6	7	3	2	5	10	7	6	3	2	8	1	3	4	10
AT1G29920	9	7	1	5	7	2	7	10	10	8	10	1	6	3	1	7	4	7	5	2	7	9	4	6	9	9	5	4	4	3	3	1	3	5	9	4	2	8	6	2	1	1	6	7	4	7	5	5	3
AT1G50450	5	1	10	4	10	10	2	7	9	7	7	3	8	5	10	9	9	10	6	7	10	4	1	4	5	10	3	5	5	7	6	7	7	1	2	3	6	5	1	6	3	10	8	1	5	5	8	3	6
AT2G17630	9	7	1	8	2	2	3	10	3	5	6	9	10	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	6	6	4	10	4	2	10	6	2	9	8	10	9	1	8	10	5	3
AT1G14590	1	5	8	3	6	5	7	10	2	8	3	9	10	2	6	1	8	2	9	10	2	9	9	8	9	8	5	8	6	3	10	1	6	4	5	4	2	1	6	2	1	8	10	7	1	9	6	5	1
AT1G54790	1	5	8	3	10	5	5	3	2	1	4	10	1	3	9	9	5	8	1	5	5	4	1	9	5	4	7	4	5	7	4	9	4	1	7	9	8	7	2	7	6	5	5	4	2	9	6	10	1
AT2G22360	4	7	9	5	5	2	6	10	10	8	10	1	9	2	7	7	4	7	9	2	7	1	4	6	4	9	5	1	4	3	2	1	3	6	9	1	5	8	6	2	2	1	6	7	4	3	5	5	7
AT4G39960	4	7	1	5	2	2	3	10	3	8	3	9	6	2	6	1	8	2	9	10	7	9	9	8	9	8	5	8	4	3	3	1	6	5	5	4	2	8	6	2	1	1	6	7	4	9	6	10	1
AT1G15820	4	7	1	5	5	2	7	10	10	8	10	1	6	2	1	7	4	7	5	2	7	9	4	6	9	9	5	4	4	3	3	1	3	6	9	1	2	8	6	2	1	1	6	7	4	7	5	5	3
AT5G52440	4	7	9	8	5	1	6	10	4	3	8	6	4	10	5	10	1	9	10	6	6	2	8	10	10	2	4	2	3	6	9	4	3	2	3	6	1	2	3	4	2	6	3	7	4	4	5	5	9
AT1G74880	2	1	10	4	10	10	2	7	9	7	7	3	8	5	10	9	9	10	6	7	10	4	1	4	5	10	3	5	5	7	6	7	7	10	2	3	6	5	1	6	3	10	7	8	7	5	8	3	6
AT3G28850	4	7	9	5	5	1	6	10	10	4	10	1	9	10	7	10	4	7	10	2	7	1	4	2	4	9	8	2	1	6	8	1	3	6	9	1	5	8	3	2	2	1	6	7	4	3	5	5	3
AT5G02160	1	5	8	8	7	2	3	10	3	5	3	9	10	2	6	1	8	2	9	10	2	9	9	8	8	8	6	8	6	3	10	1	6	5	5	4	2	10	7	5	6	5	5	4	2	2	7	10	2
AT4G33520	7	3	3	2	3	7	10	2	6	6	5	2	8	9	6	5	10	4	2	8	1	10	2	1	6	5	1	3	2	5	5	8	5	10	4	10	4	6	4	1	7	2	9	3	9	10	4	8	8
AT1G80380	9	10	5	1	4	2	1	1	4	5	6	2	7	8	4	4	7	3	8	1	2	6	6	3	7	6	9	10	10	4	1	3	10	9	8	5	10	9	9	3	9	8	1	9	1	8	10	9	1
AT5G01220	4	8	9	10	5	1	6	10	8	10	10	8	2	4	3	10	2	9	3	4	3	2	8	10	2	2	4	2	3	10	8	4	2	6	3	6	9	4	3	4	2	1	6	8	4	6	2	3	6
AT2G27290	4	7	1	8	2	2	3	10	3	8	6	9	6	2	6	1	8	2	9	10	7	9	5	6	9	7	5	8	4	3	3	1	6	5	5	4	2	8	6	2	1	1	10	7	4	7	5	5	3
AT2G37400	5	1	7	4	10	10	5	3	5	1	4	10	1	3	9	9	5	8	1	5	5	1	1	9	5	4	7	4	5	7	4	9	4	1	7	3	8	7	2	6	3	7	8	1	5	5	8	6	4
AT4G28025	1	9	8	5	6	5	5	3	5	1	4	10	1	3	9	9	5	8	1	5	5	1	4	9	9	4	7	4	6	1	4	9	4	1	7	9	8	7	7	5	6	5	6	7	4	6	5	5	7
AT3G15840	4	8	9	5	5	1	6	10	10	4	10	1	9	10	7	10	4	7	10	2	7	1	4	2	4	9	5	2	1	6	8	1	3	6	9	1	5	8	7	7	3	5	7	1	5	5	8	6	4
AT4G37925	9	10	5	1	4	2	3	1	3	5	6	9	10	2	6	1	8	2	9	10	2	9	9	8	8	3	6	8	8	2	10	6	6	4	5	4	2	10	6	2	8	8	10	9	1	8	10	3	6
AT4G27700	6	10	5	1	4	2	3	10	3	8	10	1	9	10	7	10	4	7	10	2	7	1	4	2	4	9	8	2	1	6	8	1	3	6	9	1	5	8	10	2	6	5	6	7	2	9	6	10	1
AT5G23890	1	7	1	8	7	2	3	10	3	8	6	9	6	2	1	1	8	2	9	10	7	9	3	6	9	7	5	1	4	3	3	1	3	6	9	1	2	8	6	2	1	1	6	7	4	9	6	10	6
AT2G30950	9	7	1	5	2	2	3	10	3	8	6	9	6	2	6	1	8	2	9	10	2	9	9	8	8	8	6	8	8	3	10	6	6	4	5	4	2	10	6	2	1	1	10	7	4	7	5	5	3
