name[selection][flat][experiment][camera]	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0
AT1G02560	0.007937058	0.004121779	0.004415383	0.009778973	0.039438022	0.041388306	0.048567009	0.035463955	0.024101203	0.023032237	0.04516914	0.041577439	0.045537867	0.047905053	0.044805766	0.033213455
AT1G03160	0.021577507	0.049679498	0.045318987	0.033771286	0.048149619	0.052409458	0.054681062	0.04638097	0.043702972	0.045003554	0.044544652	0.057944191	0.052497648	0.040410179	0.035392099	0.037335014
AT1G03600	-0.071597734	-0.060304552	-0.074995288	-0.058264977	-0.06635761	-0.060377377	-0.028699855	-0.052610766	-0.036814671	-0.036520104	-0.040379939	-0.018847343	-0.055768006	-0.033837386	-0.045187097	-0.056433839
AT1G03850	0.126495146	0.15196133	0.126997563	0.119278885	0.143002496	0.135891572	0.104602004	0.117459587	0.124659824	0.111362467	0.136346376	0.117665166	0.144966699	0.136196195	0.159847867	0.144643424
AT1G05385	-0.003998568	0.021616758	0.019543924	0.036283812	0.032455769	0.026589375	0.041530452	0.01849368	0.026875634	0.027959671	0.03597422	0.023547675	0.032980166	0.058103726	0.030229714	0.024738209
AT1G06690	0.03328121	0.025268986	0.032139119	0.026675635	0.024322658	0.024498257	0.03001419	0.023364171	0.022038475	0.026176013	0.026105599	0.030866673	0.038920149	0.022385664	0.023299711	0.020016044
AT1G07510	0.024539736	0.027353804	0.020290451	0.026774688	0.026260852	0.02133548	0.034229567	0.025903487	0.029002712	0.037227548	0.043194233	0.04014508	0.046801524	0.032182727	0.036131094	0.032603392
AT1G10170	0.013962504	0.033854712	0.025465801	0.01017278	0.006394903	0.020712715	0.00475919	0.002206191	-0.00301763	0.018946191	-2.11E-4	0.001719338	0.00257402	0.011758522	0.008504024	3.63E-4
AT1G12250	0.003109781	0.021092888	0.030551205	0.018644757	0.016290289	0.009781559	0.016931918	0.016428826	0.023941417	0.02396536	0.011324602	0.022531283	0.009588786	0.026891516	0.016284365	0.027651981
AT1G14150	0.017246517	0.010472541	0.013385059	0.010694301	0.014726553	0.023374391	0.022646343	0.029512636	0.015713192	0.022527687	0.021465075	0.0223244	0.018609958	0.017934274	0.00505558	-0.002169605
AT1G14345	-0.004455477	0.011261412	-0.012998626	0.015705245	0.013436867	0.006741193	-0.004873439	-6.14E-4	0.007064002	0.017148066	0.004027343	-0.008012798	0.005203328	-0.018090486	0.016031184	-0.013933155
AT1G14590	-0.032836068	-0.018208061	-0.096208473	-0.072882741	0.015263348	-0.051224451	-0.052432471	-0.059849054	-0.050386026	-0.108235297	-0.102603907	-0.057827749	-0.053204642	-0.073061068	-0.159766241	-0.067205004
AT1G15140	0.006450815	0.015723033	0.028177445	0.020323091	0.011549801	0.006754793	0.004947887	-0.005657576	-0.014923548	3.49E-4	-0.002978812	0.003294566	0.021059009	0.012266613	0.015502084	0.015345282
AT1G15820	-0.022033956	-0.01317945	-0.007610198	-0.006908526	-0.006896944	-0.011194949	-0.014245258	-0.020055262	-0.013842101	-0.018921243	-0.010095904	-0.002653332	-0.004142738	-0.004941858	-0.018445202	-0.001289443
AT1G16790	0.170640125	0.171979193	0.172622107	0.185887596	0.143236094	0.199474708	0.168612386	0.144400906	0.16863274	0.163094863	0.14034551	0.162947934	0.154540983	0.158651003	0.152245117	0.142731079
AT1G16880	0.125249966	0.045113341	-0.090965549	0.070591093	0.0365193	-0.006978433	0.120241062	-0.063001912	0.161243658	0.086146996	0.055156809	-0.004100371	-0.028021594	0.510584151	0.019765043	-0.163457205
AT1G17850	0.004615577	0.008006626	0.010290798	0.018642648	0.006949022	0.00163892	-0.001497499	4.51E-4	-1.04E-4	0.006673505	-0.005047893	0.001057156	0.009426799	0.009656076	-0.002819801	0.005296344
AT1G18730	0.02100621	-0.011128673	0.006980127	-0.03435394	-0.046975308	3.88E-4	0.005485774	-1.83E-4	-0.033098778	0.020185361	-0.011635844	-0.043800725	-0.036172184	-0.010530555	-0.016503518	-0.016859593
AT1G20810	-2.36E-4	-0.011698008	0.010040756	-0.00645177	0.001550464	0.001731661	-0.004367204	0.00510368	0.004140873	0.013826583	0.02547825	0.02608954	0.027469063	0.027739677	0.019051076	0.013273981
AT1G21750	0.009952019	0.022411862	-0.013101849	0.017696244	-0.002772559	0.005218835	-0.001579673	0.004433694	0.029518814	0.010636109	0.01794622	0.030424715	2.72E-4	-0.003570381	-0.004963755	-0.008307234
AT1G22450	-0.295539367	-0.377994447	-0.298542022	-0.322051138	-0.307317216	-0.348576986	-0.326444329	-0.357420646	-0.416652049	-0.276295916	-0.371164822	-0.339883435	-0.358832666	-0.319282435	-0.365172242	-0.342050461
AT1G23740	0.061741938	0.091208133	-0.030800399	0.019019561	-0.027953884	-0.060663798	0.016718761	-0.002594305	0.085442172	0.036152211	0.083305044	0.021816741	-0.024366329	0.455453098	0.042104867	-0.004961189
AT1G27510	0.005376209	0.008201501	0.004528963	0.001130689	0.020599596	0.005576995	-0.002055725	-0.006749178	-0.010900432	-0.008487843	-0.00905838	0.001328647	-0.003143735	-0.005195798	0.009165516	0.01247205
AT1G29920	0.121184011	0.105354041	0.126936575	0.10790527	0.106643725	0.117357937	0.09533726	0.110343172	0.097373646	0.097288486	0.086244286	0.112358401	0.108784771	0.117374587	0.09577821	0.099162776
AT1G30510	0.02398604	0.035079166	0.013856431	0.022264239	0.01339625	0.020872324	0.025705012	0.021389283	0.042722371	0.033599692	0.010922886	0.021625345	0.021754749	0.021964162	0.029550061	0.011333523
AT1G31180	0.011947451	0.014401951	0.015997447	-0.003510773	0.001521234	0.001479873	0.001105962	0.005953336	0.003395428	0.001396222	-0.001051958	0.009922109	0.010264467	0.022232817	0.023769368	0.017876081
AT1G32500	0.008842272	0.054968996	0.051358052	0.05058507	0.042322481	0.026360024	0.017237301	-0.002680846	-0.010397372	-0.00912378	-0.025560632	-0.005030339	-0.001	0.02223698	0.044643376	0.05945674
AT1G42960	0.004946413	0.002109379	-0.00415264	6.73E-4	-0.001494839	-0.004281999	-0.002725618	-0.017261045	-0.013508262	-0.006198437	0.00731458	0.009933034	0.012616668	0.024263778	0.014918219	0.008560647
AT1G44575	-0.011024662	-0.007036722	-0.023093005	-0.01741265	-0.019448738	-0.017562547	-0.021569493	-0.017555533	-0.014033155	-0.015727154	-0.021537526	-0.004135254	-0.024536203	-0.02577653	-0.024368304	-0.020863277
AT1G50250	-0.021531425	-0.012504943	-0.013151126	-0.020019952	-0.408432917	-2.46E-4	-0.017208016	-0.012035435	-0.00770436	-0.013167259	-0.009094995	-0.016898584	-0.016901014	-0.682365195	-0.006642034	-0.004668053
AT1G50450	0.047234866	0.104477925	0.074242482	0.085775293	0.070645618	0.055792813	0.038828316	0.065324069	0.03088031	0.053247226	0.065871431	0.073966486	0.036555392	0.046602515	0.076220635	0.021418808
AT1G50460	-0.094590008	-0.066392567	-0.078933697	-0.063534906	-0.053692046	-0.065091125	-0.073693206	-0.086048604	-0.092129696	-0.082559861	-0.09043738	-0.079281798	-0.087039083	-0.082992703	-0.072531703	-0.061122413
