name[selection][flat][experiment][camera]	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0	13.5	14.0	14.5	15.0	15.5
AT1G02560	0.033368999	0.021517278	0.032235021	0.044741872	0.050941823	0.059725827	0.059349674	0.077432506	0.089777182	0.087153626	0.088276993	0.096008756	0.091304144	0.084282185	0.078692521	0.089148619	0.086720153	0.081948499	0.092156869	0.088883656	0.076336741	0.090975852	0.100304651	0.10468162	0.091496944	0.088619767	0.086459902	0.061864178	0.07683489	0.067519157	0.05134967	0.058476078
AT1G03160	-0.026912014	-0.003204692	0.022349135	0.100734496	0.181497877	0.232091953	0.231260713	0.209654577	0.201449068	0.177380425	0.168854448	0.155635162	0.181400668	0.190636206	0.210655981	0.226948637	0.2481618	0.267344476	0.305434365	0.304237058	0.314659735	0.3353955	0.355387621	0.360946606	0.355772919	0.336117564	0.27107723	0.21479382	0.164450845	0.11827705	0.064865664	0.042588356
AT1G03600	-0.079880804	-0.06422443	-0.068737492	-0.097934687	-0.189211756	-0.306602593	-0.486752801	-0.619293556	-0.750185713	-0.846352685	-0.945086542	-0.966320437	-0.97073922	-0.96758439	-0.902493889	-0.903015128	-0.847934305	-0.786540731	-0.702957432	-0.61986824	-0.570367977	-0.438022575	-0.270175931	-0.139944205	0.029264413	0.17951618	0.299981115	0.373431779	0.377117892	0.405284811	0.389204335	0.371631569
AT1G03850	0.140412486	0.134426454	0.131361436	0.113079432	0.069475559	0.048660696	0.043409321	0.01142535	-0.010686644	-0.009501191	-0.015127247	-0.011769603	0.02972732	0.009553331	-0.003564378	-0.009984062	-0.013410226	-0.017324313	0.006073054	0.00820265	0.011246675	0.026571703	0.03728028	0.0439888	0.06198532	0.098667456	0.131681148	0.161658993	0.166221282	0.175988612	0.166293379	0.22014173
AT1G05385	0.040331567	0.036645971	0.039320828	0.043006641	0.024353094	0.047526031	0.046286625	0.050571713	0.057922155	0.060680592	0.051483585	0.070081086	0.060088768	0.064094947	0.062664022	0.05908545	0.050958923	0.06734811	0.064071832	0.060443803	0.050502542	0.040458768	0.059264723	0.044823291	0.054876838	0.032888708	0.064972931	0.016751861	0.062654179	0.022639484	0.062312203	0.072064508
AT1G06690	0.035930899	0.03426319	0.018634939	0.013138469	-9.4E-4	-0.013882155	-0.017818875	-0.019286005	-0.021790794	-0.020001655	-0.020634379	-0.020004585	-0.020860764	-0.025117847	-0.01884	-0.021100383	-0.019151341	-0.022300441	-0.019276653	-0.022495201	-0.028505272	-0.024023547	-0.020589062	-0.014985938	-0.010894891	-0.004556479	0.010672222	0.019007966	0.023666203	0.026154881	0.030336013	0.039567954
AT1G07510	0.037905072	0.043485792	0.027728568	0.006089736	-0.005547575	-0.021971902	-0.032465513	-0.031155957	-0.018614426	-0.022720992	-0.015365017	-0.015526999	-0.026532088	-0.015497604	-0.015429416	-0.012215226	-0.009241948	-0.026300885	-0.017450906	-0.01811698	-0.021078573	-0.018794756	-0.01549329	-0.010436846	-0.017622402	-0.006651483	0.009421892	0.017257556	0.016414187	0.019191694	0.013011723	0.025873143
AT1G10170	0.009343963	0.006638994	-0.00261981	-0.019239632	-0.006425415	-0.030013245	-0.039112574	-0.029734454	-0.007697	-0.005004911	-0.017785201	-0.004188038	-0.001203316	-0.013271126	-0.013683675	-0.001273887	0.009533964	0.006668101	0.01937835	0.016764151	0.03869233	0.038119482	0.033241041	0.030625265	0.0118471	0.020370627	0.020681687	0.038364138	0.008131824	0.004623615	0.009427325	0.03747255
AT1G12250	0.014466895	0.00916877	0.008095211	0.032915024	0.021474599	0.022885297	0.020080394	0.041729662	0.026236917	0.022101387	0.040802468	0.021291624	0.009093133	0.019860343	0.015361089	-0.001201464	0.004745902	-0.002301394	-0.002015336	0.004252693	-0.001749877	0.006748445	0.010960147	0.031624394	0.031256211	0.039997393	0.041450623	0.035121862	0.033147875	0.031584705	0.022522091	0.034261507
