AT2G04030	5	2	3	2	8	5	5	7	7	7	4	6	7	2	2	7	2	7	5	3	1	10	8	7	2	4	6	8	10	3	7	2	9	9	4	2	3	4	3	4	10	7	9	6	4	4	2	3	9
AT5G20140	8	9	7	10	9	10	10	4	6	4	2	10	1	7	4	2	10	8	9	7	5	5	6	10	4	1	5	9	7	1	2	10	5	7	10	5	6	6	8	3	9	4	3	7	2	6	7	7	5
AT5G62720	4	4	5	4	2	9	2	3	5	3	7	3	5	7	3	1	10	6	1	7	5	5	6	10	10	3	8	5	3	10	6	1	5	7	10	5	9	6	8	6	9	2	6	2	9	9	10	8	6
AT4G38100	4	4	5	4	2	9	2	6	5	5	7	4	8	3	1	4	7	9	7	6	4	7	3	9	6	7	1	4	9	4	5	7	1	5	7	10	8	5	10	7	2	1	6	2	9	8	10	8	6
AT5G21430	9	1	7	10	9	10	10	4	6	4	2	10	9	5	4	2	3	8	1	7	5	9	9	10	4	8	2	9	7	1	2	4	5	4	10	3	10	6	2	9	9	2	3	7	5	2	1	7	4
AT3G21055	9	9	7	10	9	10	3	8	2	2	10	1	10	6	7	6	8	1	3	9	8	8	7	3	3	10	9	3	4	8	4	4	2	3	6	7	7	10	7	9	1	5	2	8	3	2	1	2	4
AT4G23890	2	5	2	9	4	4	1	9	10	4	1	5	1	7	5	10	10	8	9	7	5	5	10	10	10	3	8	5	3	10	6	1	5	7	10	5	9	6	8	3	9	4	4	7	3	3	6	5	6
AT4G38380	9	9	7	10	9	10	10	8	6	2	3	10	9	5	4	8	3	2	1	8	5	9	9	10	4	8	2	9	7	1	2	4	5	4	10	3	6	6	2	6	9	2	3	7	5	6	7	7	5
AT4G25910	6	2	1	3	6	5	9	7	7	7	6	8	4	9	2	3	9	10	2	1	3	3	4	6	5	4	6	8	10	7	3	5	7	2	4	9	3	3	1	4	8	10	10	4	8	7	2	9	3
AT2G43010	8	9	7	6	4	1	2	9	9	3	2	10	9	7	4	2	10	6	1	4	5	5	9	10	4	8	2	9	7	1	2	10	5	4	10	3	6	6	8	6	9	2	3	7	2	6	7	7	5
AT4G25050	7	6	9	7	3	7	9	1	2	1	9	8	6	2	9	5	9	4	2	5	6	2	4	1	2	6	3	3	1	6	9	8	10	1	2	8	5	2	9	4	3	3	1	1	6	4	3	1	3
AT1G51350	9	9	7	10	9	10	10	8	6	2	3	10	9	5	8	8	3	2	1	8	10	8	9	10	4	5	2	9	4	8	2	4	5	4	6	3	10	6	2	9	1	2	3	10	5	6	1	7	5
AT1G12250	8	9	7	10	9	10	10	4	6	4	1	10	1	7	5	10	10	8	9	7	5	5	10	8	4	1	5	9	7	9	2	10	5	10	8	5	9	6	8	3	9	4	4	3	1	1	7	4	5
AT2G41680	6	2	1	8	5	3	7	5	7	6	6	9	4	10	2	7	9	10	2	3	1	10	8	7	2	4	6	8	10	3	7	5	9	9	4	9	3	4	4	4	10	10	9	9	8	5	2	9	9
AT3G15110	9	8	4	10	9	10	8	4	8	4	1	5	3	1	5	10	10	8	9	7	5	5	10	10	10	1	5	9	7	1	2	10	5	7	10	3	6	6	8	6	9	2	3	7	5	6	1	7	4
AT2G40400	4	4	5	10	9	10	8	2	9	10	1	5	1	7	5	10	10	8	9	7	5	5	10	8	1	1	5	2	7	9	2	10	5	10	8	3	6	6	8	3	9	4	4	2	9	9	10	8	6
AT5G07020	2	1	7	10	1	10	3	8	2	9	10	1	10	6	7	6	8	1	3	9	8	8	7	5	3	10	9	3	1	6	4	2	2	3	6	4	7	10	7	10	1	5	2	8	3	3	5	2	4
AT5G16660	9	9	7	6	9	10	10	4	6	4	2	10	9	5	4	8	3	2	1	8	5	9	9	10	4	5	2	9	7	1	2	4	5	4	10	3	10	6	2	9	9	2	3	7	5	6	7	7	5
AT3G14420	5	9	7	1	9	10	6	10	7	7	4	9	4	9	2	7	9	3	2	10	3	3	8	6	5	4	6	8	10	3	3	5	7	2	9	9	1	3	1	4	10	7	7	4	4	4	4	3	1
AT1G79230	8	3	7	10	9	10	10	4	6	10	2	10	1	7	4	2	10	6	1	7	5	5	6	10	4	8	2	9	7	5	2	6	5	4	5	3	6	6	8	6	9	2	8	2	10	9	9	6	5
AT2G42220	1	8	6	6	4	4	1	9	4	9	3	10	9	5	4	8	3	2	1	8	5	9	9	10	4	8	2	9	7	1	2	10	5	4	10	3	6	6	2	9	9	2	3	10	5	2	9	6	8
AT1G67280	8	9	7	10	9	10	10	4	6	4	1	5	1	7	4	2	10	8	1	7	5	5	6	10	4	8	5	9	7	1	2	10	5	7	10	3	6	6	8	6	9	2	3	7	2	6	7	7	5
AT3G47450	6	2	1	8	5	3	7	5	7	6	6	6	2	10	2	3	9	5	10	6	6	3	4	6	5	4	6	10	2	7	3	5	4	2	1	9	6	3	4	6	6	10	10	4	8	5	2	9	9
AT5G08540	9	9	7	5	1	4	3	8	4	2	3	10	9	5	4	2	10	8	9	7	5	5	10	8	4	1	5	2	7	9	2	10	5	10	8	5	2	7	8	2	5	4	4	8	1	1	1	4	4
AT3G01480	3	10	2	7	3	7	9	1	3	1	5	8	2	2	9	5	9	10	6	10	6	4	1	4	2	9	10	1	5	2	8	3	4	2	2	6	5	9	5	6	6	6	5	6	6	7	2	1	3
AT4G31560	8	9	7	6	4	1	1	9	9	3	7	3	5	7	4	2	10	6	1	7	5	5	6	10	4	8	5	9	7	1	2	10	5	7	10	3	6	6	8	3	9	4	4	7	2	6	7	7	5
AT1G54580	8	8	7	4	2	9	2	3	5	5	7	3	5	8	3	1	1	6	1	2	5	5	5	10	4	8	5	9	7	1	2	10	5	7	10	3	6	6	8	3	9	4	4	7	10	6	9	6	5
AT1G73530	7	6	9	7	3	7	9	1	3	1	9	8	2	2	9	5	5	10	2	10	6	2	1	4	2	6	1	1	8	2	9	8	3	1	2	6	5	2	9	5	3	3	9	1	6	4	3	1	3
AT5G42270	8	9	7	10	9	10	10	4	6	10	1	5	3	1	10	10	6	8	9	7	9	5	10	8	7	4	8	5	3	2	6	1	8	9	4	2	2	7	3	2	5	7	7	6	1	1	7	7	5
AT1G54500	9	3	7	10	10	1	1	9	5	8	7	4	8	3	6	4	7	6	8	8	5	9	9	10	4	8	2	9	7	1	2	4	5	4	3	3	4	8	10	1	7	9	6	5	7	10	6	10	4
AT5G35170	4	5	8	10	9	10	10	4	6	10	1	5	3	1	10	10	10	8	9	7	5	5	6	10	10	3	8	5	3	10	6	1	5	7	10	3	6	6	2	9	9	2	3	2	7	10	6	10	10
AT1G80030	8	9	7	10	9	10	10	4	6	4	1	5	9	5	10	10	10	8	9	7	5	5	10	8	4	1	5	9	7	9	2	1	5	10	8	5	9	6	8	3	9	4	4	3	2	6	7	4	5
AT1G10170	1	8	4	6	9	10	1	4	6	4	2	10	9	7	4	2	10	8	1	7	5	5	6	10	4	8	5	9	7	1	2	10	5	4	10	3	6	6	8	3	9	2	3	7	10	6	9	6	8
AT5G12470	8	9	7	10	9	10	10	4	6	4	3	10	9	5	4	8	3	2	1	8	5	9	9	10	4	8	2	9	7	1	2	10	5	4	10	3	6	6	2	6	9	2	3	7	2	6	7	7	5
AT2G20260	8	9	7	10	9	10	8	10	1	4	1	5	3	1	10	10	10	8	9	7	5	5	10	8	10	3	8	5	3	10	6	1	5	7	8	5	9	6	8	3	9	4	4	3	2	1	7	4	5
AT1G03600	7	6	9	3	3	7	9	1	2	1	9	2	6	6	2	5	5	4	2	5	6	2	1	1	9	6	3	1	8	2	9	8	3	1	2	6	5	2	9	5	3	3	9	1	6	4	3	1	3
AT5G39830	8	9	7	10	9	10	10	4	6	4	1	5	1	7	5	10	10	8	9	7	5	5	10	10	4	1	5	9	7	1	2	10	5	7	10	3	6	6	8	3	9	4	4	7	2	6	7	7	5
AT1G20810	4	5	8	4	2	9	2	3	5	5	7	3	5	8	3	1	1	6	1	2	2	9	5	10	1	8	2	9	7	5	2	6	5	4	5	3	8	6	10	7	2	1	6	2	7	8	6	10	10
AT1G14150	9	3	7	10	9	10	8	4	8	10	1	5	3	1	5	10	10	8	9	7	5	5	10	8	10	3	8	5	3	10	6	1	5	7	10	5	9	6	8	3	9	4	4	3	2	6	7	7	5
AT2G41330	8	9	7	6	9	10	8	4	1	10	1	5	3	7	5	10	10	8	9	7	5	5	10	8	10	3	8	5	3	10	6	10	5	7	5	5	9	6	8	3	2	4	6	5	10	6	9	7	5
AT3G19490	5	9	3	2	8	5	5	7	7	7	4	6	7	2	10	9	2	7	5	3	1	10	8	3	7	4	8	5	3	3	1	1	8	9	4	2	2	4	3	8	5	7	7	6	4	4	4	3	1
AT3G17830	6	2	1	8	5	3	7	5	7	6	6	6	2	10	2	3	9	10	2	1	3	3	4	6	5	4	6	8	10	7	7	5	7	2	4	9	3	3	1	4	8	10	10	4	8	5	2	9	9
AT1G17850	8	9	7	10	9	10	10	4	6	4	2	10	9	5	4	2	10	8	1	7	5	5	6	10	4	8	5	9	7	1	2	10	5	7	10	3	6	6	8	6	9	2	3	7	2	6	7	7	5
