name[selection][flat][experiment][camera]	0.0	0.16670000000000584	0.5	0.6667000000000058	1.0	1.1667000000000058	1.5	1.6667000000000058	2.0	2.166700000000006	2.5	2.666700000000006	3.0	3.166700000000006	3.5	3.666700000000006	4.0	4.166700000000006	4.5	4.666700000000006	5.0	5.166700000000006	5.5	5.666700000000006	6.0	6.166700000000006	6.5	6.666700000000006	7.0	7.166700000000006	7.5	7.666700000000006	8.0	8.166700000000006	8.5	8.666700000000006	9.0	9.166700000000006	9.5	9.666700000000006	10.0	10.166700000000006	10.5	10.666700000000006	11.0	11.166700000000006	11.5	11.666700000000006	12.0	12.166700000000006	12.5	12.666700000000006	13.0	13.166700000000006	13.5	13.666700000000006	14.0	14.166700000000006	14.5	14.666700000000006	15.0	15.166700000000006	15.5	15.666700000000006
AT1G02560	0.018540023	0.022981664	0.016681295	0.022409335	0.018885042	0.033655963	0.032279068	0.045368502	0.022097566	0.057875502	0.04773082	0.052560354	0.042456089	0.027815176	0.033231577	0.038686447	0.051809151	0.031992357	0.0340518	0.039096938	0.047311378	0.027798527	0.042959883	0.029593269	0.065867187	0.034124606	0.047272908	0.034330102	0.042067786	0.039938967	0.050059573	0.042721427	0.046752879	0.039603274	0.034729752	0.038813479	0.046699362	0.028150103	0.047437247	0.037313336	0.041116248	0.039193224	0.051295738	0.047069303	0.052605418	0.052883651	0.055501917	0.047331641	0.06466522	0.053586337	0.073542068	0.040421685	0.059869788	0.032412551	0.069681989	0.0320466	0.067861897	0.045414435	0.064708126	0.067787468	0.058149177	0.055574446	0.062738349	0.078244183
AT1G03160	0.046892231	0.064184987	0.022442439	0.116689193	0.048959446	0.158803894	0.073243651	0.143608571	0.116223495	0.086988104	0.15723236	0.037307378	0.171059718	-0.001959998	0.172959088	-0.026961679	0.148602026	-0.041553489	0.130408505	-0.052433376	0.118567744	-0.055128729	0.101059805	-0.062106271	0.110399396	-0.056690698	0.102933961	-0.055979198	0.106078216	-0.072305332	0.117925005	-0.064830582	0.125797961	-0.061047676	0.143216226	-0.049785405	0.160729345	-0.049864827	0.173602433	-0.047942613	0.184023497	-0.034472881	0.21311871	-0.027291679	0.216169473	-0.018271049	0.228622196	-0.002128668	0.220822576	0.011264101	0.214324624	0.043181574	0.182902195	0.083182709	0.158530948	0.125011428	0.122916323	0.165712339	0.098681705	0.159694232	0.067817449	0.130419413	0.058737101	0.068225205
AT1G03600	-0.186603066	-0.157060296	-0.216147305	-0.232607596	-0.251863239	-0.447982294	-0.265844767	-0.81992316	-0.305342853	-1.136971524	-0.390196792	-1.337712285	-0.525920558	-1.450096109	-0.678785837	-1.53218414	-0.786869746	-1.56034557	-0.886027705	-1.552448856	-0.943304219	-1.56954641	-1.026843297	-1.559620408	-1.006347999	-1.602209943	-0.982928497	-1.596147499	-0.977456618	-1.608794972	-0.935684183	-1.635523024	-0.913292432	-1.637086527	-0.837197327	-1.624301316	-0.784537821	-1.604483859	-0.724858461	-1.590971737	-0.674415426	-1.573170492	-0.537006296	-1.535912585	-0.435329964	-1.486049033	-0.3071079	-1.382465396	-0.223071278	-1.275856962	-0.143148971	-1.081108176	-0.075457597	-0.8488082	-0.052698863	-0.59823701	-0.010817478	-0.318597102	0.00108633	-0.130193425	0.01308364	0.001895906	0.035880162	0.030949831
AT1G03850	-0.037354212	-0.084763014	-0.078045693	-0.10152482	-0.111405985	-0.127918014	-0.096357206	-0.176544895	-0.112220262	-0.204674229	-0.145517532	-0.208493376	-0.145112421	-0.201443945	-0.153054053	-0.180195035	-0.163964397	-0.172896066	-0.180855138	-0.175565418	-0.184987987	-0.161106363	-0.184586481	-0.147117792	-0.193454708	-0.154091604	-0.180720318	-0.163428012	-0.185851811	-0.140580813	-0.16659359	-0.156327726	-0.169813568	-0.156690439	-0.169802552	-0.156250534	-0.169475558	-0.169681683	-0.177257191	-0.154553841	-0.181588891	-0.151867319	-0.168013181	-0.17295647	-0.15239433	-0.193507526	-0.143050931	-0.185832843	-0.171041565	-0.201020734	-0.107643075	-0.206766866	-0.149628206	-0.180781907	-0.123292448	-0.210850819	-0.089104625	-0.192234758	-0.101586854	-0.151412831	-0.062383312	-0.12063798	-0.077578052	-0.103078978
AT1G05385	0.034019303	-0.002195766	0.02960137	0.00373466	0.033995296	0.014407637	0.02160094	-0.002823613	0.019455705	-9.3E-5	0.029384133	0.008289905	0.02610417	-0.002263509	0.009300737	0.008016757	0.009060751	0.022394733	-0.009152167	0.005384941	0.009026235	0.019046887	-0.014795587	0.002039226	-0.0099756	0.008846125	-0.010967418	0.003704409	-0.011147418	0.011074262	-0.003542212	0.004819425	-0.003982459	0.003492346	-0.008052229	0.00892019	-0.011081982	-0.011574959	-0.008396701	-0.001569076	-0.024014763	-0.008555399	-0.018300595	-0.001426628	-0.004231017	0.010974708	-0.009822354	0.002850557	0.018205121	0.002246294	0.028142159	0.002357184	0.020872724	-0.010730499	0.020811019	-0.015303035	0.008824327	0.008674469	0.015210813	0.012248783	0.034453109	0.012075311	0.025828056	0.029797865
AT1G06690	0.020225969	0.025674624	0.028986994	0.024134771	0.033406215	0.008283392	0.024762073	-0.023547118	0.016665338	-0.032730373	0.001284439	-0.038662344	-0.00568784	-0.046507879	-0.015905483	-0.045544029	-0.015414424	-0.051105674	-0.017743336	-0.053556503	-0.018135744	-0.052305098	-0.009743649	-0.055658079	-0.014538761	-0.055771375	-0.008750781	-0.059398374	-0.008672191	-0.060823657	-0.006091536	-0.057626801	-0.001399087	-0.053676148	-0.003991424	-0.057707903	-0.001097213	-0.052975981	0.008069059	-0.051120583	0.012491265	-0.04326827	0.010252605	-0.038081317	0.010369988	-0.036346621	0.018153435	-0.022947648	0.020736088	-0.024854755	0.033160575	-0.019838145	0.032479652	-0.009429825	0.031989326	0.002580355	0.030648683	0.009715783	0.023351849	0.017656185	0.02166842	0.018184065	0.015287994	0.020511595
AT1G07510	0.022738361	0.030386865	0.027702018	0.042226155	0.030164548	0.048886076	0.028728838	0.015395551	0.024492033	-0.014801528	0.008830727	-0.02762345	0.009048289	-0.042610215	-0.001258723	-0.041114455	-0.010959188	-0.044551789	-0.017525859	-0.059367882	-0.020692194	-0.057232039	-0.018095327	-0.04842036	-0.030298243	-0.054654474	-0.01762089	-0.050664581	-0.027358053	-0.065430337	-0.026857799	-0.056960517	-0.021113914	-0.067017664	-0.027522962	-0.059064329	-0.023970488	-0.06331385	-0.017401064	-0.062338488	-0.00592549	-0.052742432	-0.006171521	-0.048233224	-0.002987813	-0.052235749	0.001703738	-0.043457362	0.006520917	-0.050493581	0.016930172	-0.05001147	0.016194926	-0.049241949	0.008568185	-0.040057969	0.002523428	-0.021508163	-0.016558385	-0.004712558	-0.028915237	-0.006900037	-0.035112053	-0.029726519
AT1G10170	0.04520195	0.032553523	0.036626782	-0.010706282	0.010812236	-0.002431098	0.017932601	-0.039469678	0.005711099	-0.062520171	-0.018168527	-0.044648467	-0.032601926	-0.051307307	-0.034929003	-0.053056713	-0.044232901	-0.051521202	-0.04180417	-0.049990781	-0.036524182	-0.048274659	-0.045901554	-0.036832373	-0.055000718	-0.039717123	-0.018234752	-0.035038647	-0.029095078	-0.042854234	-0.017684018	-0.04898198	-0.022232395	-0.037200173	-0.023573471	-0.042628409	-0.025385645	-0.044418279	-0.004067955	-0.048568441	-0.015931648	-0.030769802	0.00231908	-0.048171056	0.021156456	-0.051000376	-0.001306842	-0.046447811	-0.006735385	-0.053331356	0.01614018	-0.039288917	0.005904278	-0.035125036	0.011222946	-0.012624958	0.026902741	-0.013417396	0.022161137	0.007961094	0.032479229	0.019881001	0.046120099	0.029301072
AT1G12250	0.027140861	0.021441467	0.016846749	0.036892865	0.023347106	0.024691369	0.026583661	0.018167658	0.014546061	0.015201827	0.029039725	0.010011578	0.027646761	0.003383439	0.032517878	0.010708535	0.020081615	0.005989549	0.03197013	-0.007217298	0.032769228	2.84E-4	0.02816156	-0.006125592	0.028792095	-0.001503605	0.032713871	0.002213141	0.035887364	3.13E-4	0.04830324	-0.001808443	0.047191682	0.001348621	0.032378668	0.001179899	0.03635527	0.010746737	0.040897044	1.7E-4	0.041481322	0.01606273	0.040913196	0.010734547	0.045561004	0.013346646	0.046708112	0.022600682	0.038618673	0.027920505	0.042281961	0.040422134	0.052711021	0.024215511	0.041727624	0.024685661	0.051244518	0.043245835	0.044628732	0.035746623	0.023996515	0.038477732	0.033625544	0.022687421
