name[selection][flat][experiment][camera]	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0
AT1G02560	0.00461412	0.00225408	-0.002893609	0.003130817	-0.002217203	0.002192619	-0.003580649	0.00312133	-0.002826225	-6.37E-4	-0.002147525	-5.08E-4	1.43E-4	0.001361648	-4.38E-4	-5.53E-4
AT1G03160	-0.098707961	-0.091922351	-0.091193092	-0.086552348	-0.085351096	-0.087077898	-0.087213459	-0.088057275	-0.088270352	-0.088808383	-0.091177864	-0.094304248	-0.096631444	-0.0932543	-0.088198262	-0.091578123
AT1G03600	-0.059363194	-0.05161856	-0.057897749	-0.0556135	-0.060519079	-0.05075655	-0.055630874	-0.049808983	-0.048323559	-0.054617206	-0.045678837	-0.047515281	-0.045539834	-0.04427202	-0.043707414	-0.035075914
AT1G03850	-0.004077929	-0.010163987	-4.44E-4	-0.009075993	-0.009250783	-0.009088223	-0.003810859	-0.009562959	-0.004218973	-0.00922878	-0.004716925	-0.008120758	-0.007176429	-0.006579552	-0.007988926	-0.009041589
AT1G05385	0.008507029	0.005874549	0.003949225	0.011486802	8.07E-4	0.001547307	-5.22E-4	0.008340661	0.001309578	-0.00203117	5.3E-4	0.002091116	5.95E-4	-6.51E-4	-0.00355453	-0.002815909
AT1G06690	-0.006973662	-0.008295031	-0.005782776	-0.003209439	-0.004573016	-0.004811431	-0.006151858	-0.002890698	-0.004485924	-0.003524046	-0.001268826	1.1E-4	-0.003838701	0.001097651	-0.002333984	-0.00316866
AT1G07510	-0.003611307	-0.006660764	-0.005175767	-0.003952987	-0.003110286	-0.004884163	-0.00427468	-0.004339731	-0.002772471	-0.005021171	-0.003261001	-0.001173237	-0.007221889	-0.003605102	-0.00340725	-0.005277178
AT1G10170	-0.005857306	-0.002134955	-0.002352901	-9.82E-4	-0.002384424	-0.001899619	-5.36E-4	0.001074191	0.006609137	0.006619185	0.005866386	0.004922929	0.005351818	0.005976616	0.002835513	0.004367428
AT1G12250	0.006291803	-0.006477461	-0.005331821	-0.001168979	-0.009314023	-0.002002904	0.003048037	-0.00170876	-0.004135423	6.63E-4	-0.004975168	-0.007687952	-0.007679068	-0.007584502	-0.005195106	-0.00626644
AT1G14150	0.01747895	0.01921553	0.022028597	0.01993811	0.021256197	0.014604243	0.012335453	0.013703725	0.012177038	0.010632339	0.00906334	0.008812587	0.006861439	0.004759578	0.003474197	0.00477115
AT1G14345	0.00633953	-0.006775477	-0.009392101	-0.011490616	-0.007959565	-0.010574225	-0.006867745	0.001046413	-0.003593142	-0.003067034	-0.004058409	-0.001396966	0.002375472	0.006749469	0.003881459	0.001107756
AT1G14590	0.006432159	0.007077857	0.005947189	0.007223723	0.006348225	0.006849774	0.007291139	0.006263691	0.007170444	0.00693771	0.00885364	0.008320199	0.008810838	0.008563455	0.009725421	0.009484267
AT1G15140	0.003210198	1.16E-4	0.002527075	0.006798145	0.005958528	0.001802137	-0.001979146	4.45E-4	5.95E-4	-6.18E-4	4.31E-4	0.004642335	7.92E-4	0.001980168	0.002816782	0.004146629
AT1G15820	-0.03233264	-0.03159849	-0.029923726	-0.027651573	-0.027281934	-0.031533895	-0.034028473	-0.029445073	-0.033854912	-0.035396895	-0.030639125	-0.031263716	-0.033123075	-0.032983347	-0.034427455	-0.033602329
AT1G16790	-0.014589371	-0.013495978	-0.014022415	-0.007061082	-0.008621236	-0.014925299	-0.015005427	-0.023253379	-0.012802721	-0.008203707	-0.01690099	-0.024200101	-0.026882177	-0.023224064	-0.029169319	-0.023708846
AT1G16880	-0.449036601	-0.350299187	-0.273369976	-0.230809772	-0.188545467	-0.170030433	-0.151801327	-0.133751896	-0.131788635	-0.117145116	-0.113792946	-0.107121544	-0.101050396	-0.101894184	-0.098269369	-0.091087595
AT1G17850	-0.010580212	-0.010081984	-0.008558257	-0.00804438	-0.01057131	-0.006581894	-0.008271566	-0.009344606	-0.005057904	-0.004998213	-0.00577185	-0.005325405	-0.007825083	-0.007077132	-0.010320585	-0.005645737
AT1G18730	0.030151537	0.030143488	0.033276178	0.0280778	0.030428113	0.02340059	0.029389286	0.030951934	0.025943303	0.02414215	0.028979575	0.029741967	0.027485571	0.043849518	0.027192339	0.030666876
AT1G20810	-0.001058121	-0.001557246	0.00398443	0.001951665	0.001960992	0.002968187	0.007073508	0.008100066	0.010195054	0.012250603	0.010720394	0.010273084	0.009657414	0.011730958	0.011112792	0.014250345
AT1G21750	5.57E-4	-2.78E-4	0.001560068	2.28E-4	-0.001150002	0.002905724	-0.004968867	-0.001378397	9.74E-4	-3.47E-4	0.001319114	-3.08E-4	9.38E-4	0.003635187	0.002781404	0.002493332
AT1G22450	-0.064197711	-0.071041804	-0.058826936	-0.054476889	-0.052773105	-0.07116316	-0.059200608	-0.040568668	-0.051661852	-0.078851438	-0.052655673	-0.051913829	-0.06104449	-0.057631985	-0.05961269	-0.056174868
AT1G23740	7.2E-4	9.74E-4	0.002614248	-0.001020074	0.003306215	4.31E-4	0.00330694	0.00228274	0.007465868	0.005813404	0.005238638	0.006690526	0.006394977	0.004233249	0.003211897	0.005859616
AT1G27510	0.042092374	0.031023253	0.044037888	0.038872052	0.038819873	0.03577294	0.031658079	0.031683474	0.037153742	0.036088708	0.034056376	0.032476844	0.034630434	0.035604171	0.035052247	0.033868704
AT1G29920	-0.020534355	-0.012339844	-0.013789978	-0.013709516	-0.007975595	-0.014921318	-0.016186706	-0.012866658	-0.013725195	-0.016729652	-0.013845645	-0.011342827	-0.016122378	-0.011814556	-0.013013592	-0.013158497
AT1G30510	-0.004389521	-0.002266222	-0.004430259	-0.002077173	-0.005987576	-0.001200985	-0.005426752	-5.82E-4	-0.002366711	-0.003079508	0.001444809	-0.002416758	3.33E-4	-0.00173118	-0.003297929	0.003195823
AT1G31180	9.7E-4	0.00510749	0.006628948	0.010731631	0.009190618	0.005625655	0.004622019	0.007216396	0.007739031	0.007235187	0.007785969	0.011411599	0.01140599	0.012403432	0.01343027	0.012386371
AT1G32500	-0.294211514	-0.30950859	-0.309739554	-0.315420931	-0.321703268	-0.323745688	-0.329968457	-0.336147765	-0.348957329	-0.341194488	-0.34857057	-0.360781941	-0.360779561	-0.358793055	-0.357527679	-0.363385965
AT1G42960	0.062568167	0.053598289	0.053570634	0.069823311	0.059050472	0.058530599	0.056971504	0.054659018	0.056031938	0.049995477	0.053069753	0.049186386	0.039519671	0.044332669	0.041510817	0.032395949
AT1G44575	-0.031753856	-0.030693349	-0.031571436	-0.030199169	-0.028628007	-0.02668508	-0.028177985	-0.023106681	-0.029892201	-0.026511252	-0.02657934	-0.030303813	-0.023935929	-0.024204946	-0.026266343	-0.025104178
AT1G50250	-0.00641384	-0.006186826	-0.00685153	-0.005206355	-0.002820571	-0.005292852	-0.007559372	-0.006315975	-0.003641332	-0.004375844	-0.004789932	-0.002435492	-0.003505394	-0.003638778	-0.002883681	-0.002614416
AT1G50450	0.018990372	0.012874698	0.008224258	0.017517696	0.015006085	0.013035204	0.02465644	0.015350077	0.026355217	0.023145979	0.005194495	0.019296904	0.005286605	0.015841693	0.01350916	0.030123147
AT1G50460	-7.15E-4	0.007964899	0.001159616	0.002624068	-3.9E-5	9.58E-4	0.006044586	0.007911317	0.006282434	0.011772541	7.25E-4	9.87E-4	-0.002643873	0.006990085	0.003307024	0.003167017
AT1G51350	-0.025548743	-0.020258809	-0.025482786	-0.026612278	-0.022772882	-0.022006432	-0.02218699	-0.021172532	-0.017858525	-0.01861046	-0.019507746	-0.02234241	-0.019932758	-0.018049489	-0.023151634	-0.020709448
AT1G52220	0.001158623	-0.002058188	-0.002457434	-0.004478866	-0.007499506	-0.01516374	-0.017061145	-0.020402495	-0.02763303	-0.026544275	-0.028689477	-0.034897538	-0.03592017	-0.037630668	-0.038977949	-0.041448382
AT1G54050	-0.004785522	9.33E-4	-0.0036965	-0.003713217	-1.07E-4	-0.004277788	-0.003742266	-0.007930426	-0.011156196	-0.010637819	-0.008612073	-0.010194497	-0.013449334	-0.014506831	-0.01400579	-0.019255466
AT1G54500	-0.006842522	-0.008834351	-0.00525475	-0.006272135	-0.007774677	-0.003718852	-0.006336696	-0.006841493	-0.008461995	-0.005357921	-0.008548553	-0.008576701	-0.007531912	-0.006532059	-0.00707813	-0.006051242
AT1G54580	-0.009885365	-0.007165646	-0.008295171	-0.005059611	-0.006569377	-0.006169563	-0.010848621	-0.006263447	-0.007035351	-0.007253552	-0.007094665	-0.009533789	-0.005452465	-0.00892327	-0.002159342	-7.03E-4
AT1G54780	0.002369897	0.004395518	0.00341542	0.004983014	0.00551267	9.01E-4	0.00145205	0.00252191	-0.001070289	-3.41E-5	-0.004159436	-0.012510849	-0.008848491	-0.017243596	-0.01983313	-0.024529141
AT1G54790	0.007190433	0.006608986	0.006626404	0.001987916	0.007617355	0.003473884	0.005076012	0.003510191	0.001414176	-0.002227371	0.002493943	0.002483621	-7.55E-4	-0.005002112	-0.001267206	-0.003383944
AT1G55370	0.026810559	0.033542369	0.026852652	0.027442875	0.023967466	0.026932727	0.022333117	0.026571397	0.021583485	0.025342904	0.014125187	0.015522692	0.018531286	0.007136365	0.013542695	3.1E-4
AT1G56500	-0.054513082	-0.053946146	-0.054426373	-0.054009126	-0.053359672	-0.051529016	-0.053068964	-0.057941101	-0.056877674	-0.055927768	-0.061584476	-0.059035125	-0.057801953	-0.062993711	-0.065049883	-0.063398559
AT1G65230	-0.024401178	-0.028961347	-0.027570771	-0.026729813	-0.022405021	-0.014649019	-0.016579601	-0.010173718	-0.011504272	-0.00671927	-0.00504886	-0.004879785	-0.003317429	-0.002288175	-6.74E-6	0.002957301
AT1G65260	0.019976763	0.032889346	0.030373407	0.051636231	0.045989128	0.034137544	0.040256554	0.050346434	0.04014199	0.047275005	0.054780185	0.037559901	0.055431464	0.046906118	0.040919833	0.027234206
