wid	startWindow	stopWindow	windowSize	geneSize	groupGenes
2407	24	31	7	9	['AT5G39830', 'AT1G10170', 'AT4G31560', 'AT5G42070', 'AT1G67280', 'AT3G26580', 'AT1G72640', 'AT5G03455', 'AT1G31180']
1505a	15	20	5	8	['AT3G10130', 'AT1G31180', 'AT4G31560', 'AT2G40760', 'AT1G67280', 'AT3G26580', 'AT5G23890', 'AT4G01900']
104b	1	5	4	17	['AT1G14590', 'AT1G15140', 'AT1G30510', 'AT4G31560', 'AT1G79450', 'AT3G47060', 'AT4G24930', 'AT1G05385', 'AT4G01050', 'AT5G53490', 'AT1G54790', 'AT3G53560', 'AT3G26080', 'AT1G50460', 'AT1G31180', 'AT2G43010', 'AT4G01900']
706a	7	13	6	11	['AT3G46780', 'AT4G16155', 'AT3G28850', 'AT1G75690', 'AT1G51110', 'AT1G51350', 'AT5G59250', 'AT3G25480', 'AT3G15840', 'AT1G56500', 'AT1G50460']
206	2	8	6	12	['AT5G42765', 'AT1G74710', 'AT1G66670', 'AT1G76760', 'AT1G54050', 'AT4G04020', 'AT2G40100', 'AT2G44990', 'AT2G41330', 'AT1G72640', 'AT5G23890', 'AT2G40400']
806	8	14	6	6	['AT4G31560', 'AT1G79230', 'AT1G27510', 'AT4G01050', 'AT4G01900', 'AT1G14590']
3107	31	38	7	6	['AT2G01918', 'AT5G02160', 'AT1G27510', 'AT1G54050', 'AT5G15250', 'AT5G52780']
104c	1	5	4	11	['AT1G29920', 'AT3G10130', 'AT1G07510', 'AT4G20820', 'AT3G10470', 'AT2G30950', 'AT3G22690', 'AT5G16660', 'AT3G57680', 'AT1G67280', 'AT3G26580']
4018	4	22	18	6	['AT1G21750', 'AT3G53560', 'AT1G74070', 'AT5G53490', 'AT3G26080', 'AT1G05385']
608b	6	14	8	10	['AT2G42220', 'AT5G19500', 'AT5G53170', 'AT3G60370', 'AT3G58010', 'AT4G38380', 'AT5G16150', 'AT4G39460', 'AT1G22450', 'AT1G22020']
2103	21	24	3	28	['AT3G46780', 'AT2G42975', 'AT3G58010', 'AT2G43010', 'AT2G42220', 'AT4G16155', 'AT1G50250', 'AT4G38380', 'AT1G51350', 'AT5G16660', 'AT4G27700', 'AT3G15840', 'AT1G50460', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT1G22450', 'AT2G22360', 'AT4G39730', 'AT3G25480', 'AT2G37230', 'AT4G39460', 'AT5G16150', 'AT5G59250', 'AT1G75690', 'AT1G54500']
2407a	24	31	7	8	['AT2G35040', 'AT5G53170', 'AT4G16155', 'AT1G22020', 'AT1G51350', 'AT5G59250', 'AT1G22450', 'AT3G15840']
1305	13	18	5	4	['AT1G29920', 'AT2G43010', 'AT2G37230', 'AT1G30510']
103c	1	4	3	38	['AT4G13670', 'AT5G53170', 'AT5G52970', 'AT1G12250', 'AT5G42070', 'AT2G42975', 'AT3G15360', 'AT5G39830', 'AT1G74710', 'AT2G20270', 'AT4G35770', 'AT2G40760', 'AT4G39460', 'AT5G12470', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G17850', 'AT2G37230', 'AT2G35040', 'AT1G15820', 'AT5G19370', 'AT1G18730', 'AT2G27290', 'AT1G66670', 'AT5G01500', 'AT5G42765', 'AT5G20140', 'AT1G55370', 'AT3G55330', 'AT1G52220', 'AT5G13120', 'AT1G76760', 'AT4G39960', 'AT4G04020', 'AT5G03455', 'AT3G15110']
105	1	6	5	5	['AT1G78915', 'AT1G65260', 'AT1G27510', 'AT2G21160', 'AT2G37400']
2503	25	28	3	21	['AT5G19500', 'AT2G42220', 'AT4G13670', 'AT2G35040', 'AT5G53170', 'AT4G16155', 'AT5G59250', 'AT1G22020', 'AT3G58010', 'AT4G38380', 'AT2G22360', 'AT4G39460', 'AT5G16150', 'AT1G51350', 'AT5G16660', 'AT3G46780', 'AT3G25480', 'AT1G22450', 'AT5G21430', 'AT1G50460', 'AT3G15840']
108b	1	9	8	6	['AT3G55330', 'AT4G35770', 'AT1G15820', 'AT5G21430', 'AT3G15360', 'AT3G24590']
17015	17	32	15	12	['AT2G17630', 'AT3G08920', 'AT2G20260', 'AT3G47060', 'AT1G27510', 'AT3G01440', 'AT1G14150', 'AT2G40100', 'AT2G44990', 'AT4G37925', 'AT4G23890', 'AT2G26800']
507	5	12	7	10	['AT5G19500', 'AT5G53170', 'AT5G08540', 'AT3G60370', 'AT3G58010', 'AT4G38380', 'AT5G16150', 'AT4G39460', 'AT1G22450', 'AT1G22020']
16013	16	29	13	5	['AT5G39830', 'AT1G72640', 'AT5G03455', 'AT4G31560', 'AT1G66670']
14011	14	25	11	5	['AT5G21430', 'AT2G24020', 'AT1G15820', 'AT3G24590', 'AT1G07510']
23023	23	46	23	4	['AT1G50250', 'AT2G42975', 'AT4G13010', 'AT3G24590']
4604b	46	50	4	4	['AT5G42765', 'AT1G50250', 'AT1G10170', 'AT1G14590']
2305a	23	28	5	7	['AT1G21750', 'AT2G37400', 'AT1G05385', 'AT1G78915', 'AT1G54790', 'AT1G65260', 'AT2G01140']
2203b	22	25	3	13	['AT4G13670', 'AT1G55370', 'AT3G55330', 'AT2G20270', 'AT4G35770', 'AT3G60370', 'AT1G52220', 'AT1G42960', 'AT4G24750', 'AT5G52970', 'AT5G23890', 'AT3G15360', 'AT1G17850']
17022	17	39	22	4	['AT3G15840', 'AT1G51350', 'AT5G59250', 'AT1G22020']
4403	44	47	3	14	['AT2G17630', 'AT2G29500', 'AT2G20260', 'AT1G03160', 'AT3G08920', 'AT2G37660', 'AT1G67700', 'AT2G40100', 'AT1G80380', 'AT2G44990', 'AT1G14345', 'AT1G02560', 'AT4G37925', 'AT5G42270']
4604c	46	50	4	50	['AT4G13670', 'AT5G13120', 'AT4G31560', 'AT1G07510', 'AT4G20820', 'AT3G26580', 'AT1G42960', 'AT1G14150', 'AT1G12250', 'AT5G42070', 'AT2G43010', 'AT5G39830', 'AT1G74710', 'AT2G20270', 'AT4G35770', 'AT3G60370', 'AT3G10470', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT2G40760', 'AT5G16660', 'AT1G80030', 'AT1G51110', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT1G15820', 'AT4G18370', 'AT5G19370', 'AT1G15140', 'AT1G67280', 'AT2G27290', 'AT1G66670', 'AT5G12470', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT1G55370', 'AT3G55330', 'AT4G39460', 'AT3G47060', 'AT2G24020', 'AT5G52970', 'AT5G16150', 'AT5G15250', 'AT3G57680', 'AT5G03455', 'AT2G26800']
1904	19	23	4	38	['AT2G17630', 'AT5G02160', 'AT4G31560', 'AT1G27510', 'AT1G14150', 'AT1G12250', 'AT5G42070', 'AT4G04020', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT1G66670', 'AT2G40100', 'AT1G80030', 'AT1G72640', 'AT2G30695', 'AT4G18370', 'AT5G19370', 'AT5G03455', 'AT3G01440', 'AT4G37925', 'AT5G52780', 'AT4G23890', 'AT5G01500', 'AT1G14590', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT3G47060', 'AT5G13120', 'AT4G24750', 'AT5G15250', 'AT2G44990', 'AT3G15110', 'AT3G08920', 'AT5G35170', 'AT2G41330', 'AT2G26800']
805a	8	13	5	26	['AT1G14150', 'AT1G02560', 'AT5G39830', 'AT2G29500', 'AT1G03160', 'AT5G42270', 'AT4G37925', 'AT1G72640', 'AT2G30695', 'AT1G74710', 'AT2G37660', 'AT1G67700', 'AT1G18730', 'AT3G01440', 'AT5G52780', 'AT5G01500', 'AT5G19370', 'AT2G20260', 'AT3G08920', 'AT5G13120', 'AT2G44990', 'AT3G15110', 'AT5G35170', 'AT2G41330', 'AT2G40400', 'AT2G26800']
806a	8	14	6	21	['AT1G22020', 'AT2G42220', 'AT4G13670', 'AT5G19500', 'AT5G53170', 'AT4G13010', 'AT4G39460', 'AT1G50250', 'AT3G60370', 'AT3G58010', 'AT4G38380', 'AT2G22360', 'AT1G42960', 'AT5G16150', 'AT5G16660', 'AT1G22450', 'AT5G21430', 'AT2G42975', 'AT4G39730', 'AT3G15360', 'AT5G12470']
4006a	40	46	6	14	['AT2G42220', 'AT2G35040', 'AT4G16155', 'AT1G52220', 'AT1G75690', 'AT3G60370', 'AT3G28850', 'AT2G22360', 'AT1G51350', 'AT5G59250', 'AT3G46780', 'AT1G22450', 'AT5G21430', 'AT1G22020']
3303a	33	36	3	42	['AT4G13670', 'AT3G46780', 'AT5G53170', 'AT1G07510', 'AT1G75690', 'AT5G19500', 'AT2G42975', 'AT3G15360', 'AT1G50250', 'AT2G42220', 'AT4G16155', 'AT2G20270', 'AT3G60370', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT2G43010', 'AT1G51350', 'AT5G16660', 'AT4G27700', 'AT5G21430', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT2G35040', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT1G15820', 'AT2G22360', 'AT3G15840', 'AT3G25480', 'AT5G12470', 'AT1G15140', 'AT1G55370', 'AT1G52220', 'AT2G24020', 'AT5G16150', 'AT5G59250', 'AT3G57680', 'AT1G22450', 'AT5G35170']
1607	16	23	7	10	['AT5G42765', 'AT3G10130', 'AT2G40760', 'AT4G39960', 'AT1G74710', 'AT1G67280', 'AT3G26580', 'AT2G27290', 'AT5G23890', 'AT1G31180']
3507a	35	42	7	11	['AT3G10130', 'AT3G55330', 'AT4G35770', 'AT5G13120', 'AT4G24750', 'AT4G39960', 'AT4G39460', 'AT1G67280', 'AT3G15110', 'AT2G27290', 'AT1G17850']
2707	27	34	7	13	['AT5G39830', 'AT3G10470', 'AT1G10170', 'AT4G31560', 'AT5G13120', 'AT4G39960', 'AT5G03455', 'AT1G67280', 'AT3G26580', 'AT2G27290', 'AT1G72640', 'AT1G31180', 'AT1G17850']
3904a	39	43	4	5	['AT1G20810', 'AT2G37400', 'AT1G21750', 'AT1G65260', 'AT4G38100']
4703a	47	50	3	5	['AT4G31390', 'AT1G73530', 'AT1G03600', 'AT2G26360', 'AT4G25050']
2703a	27	30	3	5	['AT1G67700', 'AT1G16880', 'AT2G30695', 'AT1G03160', 'AT1G14345']
1004b	10	14	4	19	['AT1G20810', 'AT1G16790', 'AT2G37400', 'AT1G21750', 'AT3G53560', 'AT1G74070', 'AT1G79450', 'AT1G05385', 'AT1G78915', 'AT5G53490', 'AT1G54580', 'AT1G54790', 'AT1G65260', 'AT3G26080', 'AT1G15140', 'AT4G28025', 'AT2G01140', 'AT1G03850', 'AT2G21160']
3105b	31	36	5	4	['AT2G26360', 'AT3G17830', 'AT3G47450', 'AT4G36810']
9026	9	35	26	6	['AT2G17630', 'AT1G14150', 'AT2G44990', 'AT4G37925', 'AT4G23890', 'AT2G26800']
3503a	35	38	3	4	['AT3G46610', 'AT1G79040', 'AT3G56040', 'AT1G71500']
2703b	27	30	3	13	['AT1G20810', 'AT5G42765', 'AT1G23740', 'AT1G30510', 'AT1G79230', 'AT4G20820', 'AT1G79450', 'AT4G39730', 'AT5G53490', 'AT3G53560', 'AT4G24930', 'AT2G37230', 'AT4G01900']
5020	5	25	20	4	['AT1G74070', 'AT5G53490', 'AT4G28025', 'AT3G26080']
2007	20	27	7	11	['AT2G42220', 'AT5G19500', 'AT4G39460', 'AT1G54500', 'AT3G58010', 'AT4G38380', 'AT2G22360', 'AT5G16150', 'AT3G25480', 'AT5G16660', 'AT1G50460']
4603a	46	49	3	5	['AT1G67840', 'AT1G65260', 'AT1G74880', 'AT2G30695', 'AT1G50450']
28014	28	42	14	4	['AT1G51110', 'AT3G26080', 'AT4G28025', 'AT2G37230']
106a	1	7	6	13	['AT1G15140', 'AT1G30510', 'AT4G31560', 'AT1G79450', 'AT3G53560', 'AT1G05385', 'AT5G53490', 'AT1G31180', 'AT4G24930', 'AT3G26080', 'AT1G50460', 'AT2G43010', 'AT1G14590']
3903	39	42	3	66	['AT4G13670', 'AT2G40100', 'AT2G42975', 'AT4G31560', 'AT1G07510', 'AT4G20820', 'AT1G42960', 'AT1G14150', 'AT4G39960', 'AT1G54580', 'AT5G13120', 'AT4G24750', 'AT2G43010', 'AT1G50250', 'AT5G39830', 'AT1G14590', 'AT3G10130', 'AT1G10170', 'AT2G20270', 'AT4G35770', 'AT1G66670', 'AT3G10470', 'AT3G58010', 'AT4G38380', 'AT1G54050', 'AT3G22690', 'AT2G40760', 'AT5G16660', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT1G74710', 'AT1G15820', 'AT2G37660', 'AT4G18370', 'AT1G18730', 'AT1G67280', 'AT3G26580', 'AT5G52780', 'AT4G23890', 'AT5G12470', 'AT1G06690', 'AT1G72640', 'AT2G30950', 'AT5G20140', 'AT1G55370', 'AT3G55330', 'AT4G39460', 'AT3G47060', 'AT2G24020', 'AT1G76760', 'AT3G01440', 'AT4G04020', 'AT5G52970', 'AT5G16150', 'AT5G15250', 'AT3G57680', 'AT3G15110', 'AT1G15140', 'AT5G03455', 'AT2G26800']
11016	11	27	16	8	['AT4G16155', 'AT3G28850', 'AT1G75690', 'AT1G51350', 'AT5G59250', 'AT4G27700', 'AT1G22450', 'AT3G15840']
2004	20	24	4	8	['AT4G13670', 'AT2G35040', 'AT5G53170', 'AT3G55330', 'AT5G52970', 'AT3G60370', 'AT1G42960', 'AT3G15360']
29014	29	43	14	7	['AT3G10130', 'AT5G13120', 'AT4G39960', 'AT1G67280', 'AT3G15110', 'AT2G27290', 'AT1G17850']
1708	17	25	8	27	['AT2G17630', 'AT5G02160', 'AT1G27510', 'AT1G14150', 'AT1G12250', 'AT2G40100', 'AT4G37925', 'AT4G18370', 'AT5G19370', 'AT3G01440', 'AT5G52780', 'AT4G23890', 'AT5G01500', 'AT1G14590', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT3G47060', 'AT5G13120', 'AT4G04020', 'AT5G15250', 'AT2G44990', 'AT3G15110', 'AT3G08920', 'AT5G35170', 'AT2G41330', 'AT2G26800']
28011a	28	39	11	6	['AT1G20810', 'AT1G74070', 'AT1G51110', 'AT3G26080', 'AT4G28025', 'AT2G37230']
3108a	31	39	8	6	['AT1G76760', 'AT5G19370', 'AT1G12250', 'AT1G02560', 'AT1G80030', 'AT5G01500']
103d	1	4	3	4	['AT1G73530', 'AT1G03600', 'AT4G31390', 'AT4G25050']
808	8	16	8	9	['AT3G10470', 'AT3G10130', 'AT3G22690', 'AT2G40760', 'AT3G57680', 'AT1G67280', 'AT3G26580', 'AT1G06690', 'AT1G17850']
4504a	45	49	4	6	['AT2G01918', 'AT3G10130', 'AT2G42975', 'AT4G39960', 'AT5G23890', 'AT3G24590']
11014	11	25	14	5	['AT3G47060', 'AT1G14590', 'AT5G02160', 'AT1G27510', 'AT4G04020']
3504	35	39	4	29	['AT3G46780', 'AT2G42975', 'AT1G75690', 'AT5G19500', 'AT1G50250', 'AT2G42220', 'AT4G16155', 'AT3G58010', 'AT4G38380', 'AT1G51350', 'AT5G16660', 'AT4G27700', 'AT5G21430', 'AT1G50460', 'AT3G24590', 'AT2G35040', 'AT4G13010', 'AT3G28850', 'AT1G22020', 'AT4G24930', 'AT2G22360', 'AT3G15840', 'AT1G15140', 'AT1G52220', 'AT2G24020', 'AT5G16150', 'AT5G59250', 'AT1G22450', 'AT5G35170']
8011	8	19	11	8	['AT4G13670', 'AT2G42975', 'AT4G13010', 'AT3G60370', 'AT1G50250', 'AT1G42960', 'AT2G22360', 'AT5G12470']
2303c	23	26	3	34	['AT2G17630', 'AT2G01918', 'AT5G02160', 'AT5G62720', 'AT1G27510', 'AT1G14150', 'AT1G12250', 'AT1G02560', 'AT2G40100', 'AT1G80030', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G18730', 'AT3G01440', 'AT4G37925', 'AT5G52780', 'AT4G23890', 'AT5G01500', 'AT2G20260', 'AT2G30950', 'AT5G20140', 'AT5G08540', 'AT3G47060', 'AT5G13120', 'AT1G76760', 'AT4G04020', 'AT5G15250', 'AT2G44990', 'AT3G15110', 'AT3G08920', 'AT5G35170', 'AT2G41330', 'AT2G26800']
12026	12	38	26	5	['AT3G47060', 'AT4G23890', 'AT2G26800', 'AT4G37925', 'AT1G14150']
3704	37	41	4	8	['AT1G05385', 'AT1G74070', 'AT1G16790', 'AT4G39730', 'AT1G78915', 'AT1G54790', 'AT2G01140', 'AT1G03850']
19024	19	43	24	4	['AT1G67840', 'AT4G19830', 'AT2G21530', 'AT1G50450']
1006	10	16	6	12	['AT2G42220', 'AT5G19500', 'AT5G53170', 'AT4G39460', 'AT4G27700', 'AT1G22020', 'AT3G58010', 'AT4G38380', 'AT4G39730', 'AT5G16150', 'AT5G16660', 'AT1G22450']
33013	33	46	13	6	['AT1G10170', 'AT1G66670', 'AT1G18730', 'AT1G72640', 'AT5G03455', 'AT1G14590']
15026	15	41	26	6	['AT3G47060', 'AT1G14150', 'AT2G40100', 'AT3G01440', 'AT4G37925', 'AT2G26800']
1603a	16	19	3	9	['AT4G16155', 'AT3G28850', 'AT1G75690', 'AT1G54500', 'AT1G51350', 'AT5G59250', 'AT4G27700', 'AT1G22450', 'AT3G15840']
1106	11	17	6	10	['AT3G46780', 'AT4G16155', 'AT3G28850', 'AT1G75690', 'AT1G51350', 'AT5G59250', 'AT4G27700', 'AT1G22450', 'AT3G15840', 'AT1G56500']
2707a	27	34	7	4	['AT5G52780', 'AT5G20140', 'AT4G18370', 'AT5G15250']
203a	2	5	3	6	['AT3G46780', 'AT3G21055', 'AT3G25480', 'AT1G54780', 'AT5G01220', 'AT5G08540']
506a	5	11	6	8	['AT3G10470', 'AT1G55370', 'AT2G20270', 'AT1G52220', 'AT1G12250', 'AT5G03455', 'AT1G80030', 'AT1G17850']
7017	7	24	17	7	['AT1G20810', 'AT2G21160', 'AT3G53560', 'AT1G74070', 'AT5G53490', 'AT3G26080', 'AT4G28025']
21012	21	33	12	12	['AT2G17630', 'AT3G08920', 'AT2G20260', 'AT3G47060', 'AT2G37660', 'AT3G01440', 'AT1G14150', 'AT2G40100', 'AT2G44990', 'AT4G37925', 'AT4G23890', 'AT2G26800']
15010a	15	25	10	7	['AT1G74070', 'AT1G16790', 'AT1G51110', 'AT5G53490', 'AT3G26080', 'AT4G28025', 'AT1G03850']
1708a	17	25	8	13	['AT2G42220', 'AT5G19500', 'AT2G42975', 'AT4G13010', 'AT4G39460', 'AT1G54500', 'AT3G58010', 'AT4G38380', 'AT5G16150', 'AT3G25480', 'AT5G16660', 'AT1G50460', 'AT2G43010']
805b	8	13	5	9	['AT4G31560', 'AT1G79230', 'AT4G20820', 'AT1G27510', 'AT4G01050', 'AT1G31180', 'AT4G24930', 'AT1G14590', 'AT4G01900']
4009	40	49	9	6	['AT2G21160', 'AT5G62720', 'AT5G02160', 'AT1G31180', 'AT2G37230', 'AT1G30510']
105a	1	6	5	6	['AT1G23740', 'AT2G24020', 'AT1G42960', 'AT4G39730', 'AT4G24750', 'AT1G06690']
26011a	26	37	11	4	['AT1G71500', 'AT1G79040', 'AT3G56040', 'AT1G44575']
1805a	18	23	5	20	['AT3G10470', 'AT3G10130', 'AT1G55370', 'AT1G10170', 'AT4G35770', 'AT1G52220', 'AT3G26580', 'AT4G39960', 'AT3G22690', 'AT2G40760', 'AT1G74710', 'AT3G57680', 'AT1G67280', 'AT1G31180', 'AT2G27290', 'AT1G23740', 'AT1G06690', 'AT5G23890', 'AT5G42765', 'AT1G17850']
4003	40	43	3	17	['AT2G29500', 'AT2G20260', 'AT1G03160', 'AT2G44990', 'AT3G08920', 'AT1G16880', 'AT1G67700', 'AT2G18790', 'AT1G80380', 'AT4G33010', 'AT5G42270', 'AT1G14345', 'AT1G02560', 'AT1G56500', 'AT2G29180', 'AT5G01500', 'AT5G08540']
2903b	29	32	3	18	['AT2G17630', 'AT3G08920', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT5G62720', 'AT2G37660', 'AT1G27510', 'AT3G01440', 'AT1G14150', 'AT2G40100', 'AT1G03090', 'AT2G44990', 'AT3G47060', 'AT4G23890', 'AT2G41330', 'AT4G37925', 'AT2G26800']
24011a	24	35	11	4	['AT4G20820', 'AT5G42765', 'AT1G23740', 'AT4G01900']
3904b	39	43	4	45	['AT4G13670', 'AT1G15140', 'AT2G42975', 'AT1G07510', 'AT4G20820', 'AT1G42960', 'AT4G39960', 'AT2G43010', 'AT1G50250', 'AT3G10130', 'AT2G20270', 'AT4G35770', 'AT3G10470', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT2G40760', 'AT5G16660', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT4G13010', 'AT1G15820', 'AT1G74710', 'AT1G67280', 'AT5G52780', 'AT4G23890', 'AT5G12470', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT1G55370', 'AT3G55330', 'AT2G24020', 'AT5G13120', 'AT4G24750', 'AT5G52970', 'AT5G16150', 'AT5G15250', 'AT3G57680', 'AT3G15110']
3014	3	17	14	6	['AT1G74710', 'AT2G44990', 'AT5G52780', 'AT2G41330', 'AT1G72640', 'AT2G40400']
2005	20	25	5	4	['AT3G46780', 'AT1G30510', 'AT2G37230', 'AT4G39730']
3207b	32	39	7	11	['AT2G17630', 'AT2G20260', 'AT1G76760', 'AT2G37660', 'AT4G04020', 'AT5G19370', 'AT1G12250', 'AT2G44990', 'AT1G80030', 'AT5G01500', 'AT1G02560']
3103b	31	34	3	6	['AT2G26550', 'AT1G79040', 'AT1G44575', 'AT3G56040', 'AT3G46610', 'AT1G71500']
4703b	47	50	3	7	['AT3G14420', 'AT2G18790', 'AT3G19490', 'AT4G33010', 'AT1G32500', 'AT1G16880', 'AT2G29180']
3908a	39	47	8	14	['AT5G39830', 'AT4G31560', 'AT1G66670', 'AT3G47060', 'AT4G39460', 'AT1G54050', 'AT1G14150', 'AT1G18730', 'AT1G54580', 'AT4G18370', 'AT3G26580', 'AT1G72640', 'AT5G03455', 'AT2G26800']
707	7	14	7	9	['AT2G42975', 'AT4G13010', 'AT1G50250', 'AT1G42960', 'AT4G39730', 'AT5G16660', 'AT5G21430', 'AT3G15360', 'AT5G12470']
8013	8	21	13	14	['AT2G29500', 'AT1G74710', 'AT5G13120', 'AT1G14150', 'AT5G19370', 'AT1G18730', 'AT2G44990', 'AT3G15110', 'AT5G52780', 'AT4G37925', 'AT2G41330', 'AT1G72640', 'AT5G01500', 'AT2G26800']
4503a	45	48	3	6	['AT4G36810', 'AT2G41680', 'AT3G47450', 'AT4G25910', 'AT3G17830', 'AT2G26360']
707a	7	14	7	14	['AT1G20810', 'AT2G37400', 'AT1G21750', 'AT3G53560', 'AT1G74070', 'AT1G16790', 'AT1G78915', 'AT5G53490', 'AT1G54580', 'AT3G26080', 'AT4G28025', 'AT1G05385', 'AT1G03850', 'AT2G21160']
104d	1	5	4	16	['AT5G39830', 'AT5G42765', 'AT1G74710', 'AT1G55370', 'AT1G66670', 'AT5G13120', 'AT1G76760', 'AT4G04020', 'AT5G19370', 'AT1G12250', 'AT1G18730', 'AT3G15110', 'AT2G27290', 'AT1G80030', 'AT1G72640', 'AT5G01500']
3309	33	42	9	7	['AT1G10170', 'AT1G66670', 'AT1G18730', 'AT4G23890', 'AT1G72640', 'AT5G03455', 'AT1G14590']
14012	14	26	12	24	['AT2G17630', 'AT5G02160', 'AT1G27510', 'AT1G14150', 'AT1G12250', 'AT2G40100', 'AT4G37925', 'AT4G18370', 'AT5G19370', 'AT5G52780', 'AT4G23890', 'AT5G01500', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT3G47060', 'AT5G13120', 'AT4G04020', 'AT5G15250', 'AT2G44990', 'AT3G15110', 'AT5G35170', 'AT2G41330', 'AT2G26800']
2707b	27	34	7	7	['AT1G29920', 'AT1G74710', 'AT1G15820', 'AT3G22690', 'AT1G15140', 'AT3G57680', 'AT2G43010']
3305c	33	38	5	12	['AT2G17630', 'AT2G20260', 'AT1G76760', 'AT2G37660', 'AT4G04020', 'AT5G19370', 'AT1G12250', 'AT5G42070', 'AT2G44990', 'AT1G80030', 'AT5G01500', 'AT1G02560']
14030	14	44	30	4	['AT3G47060', 'AT2G40100', 'AT2G26800', 'AT1G14150']
36014	36	50	14	8	['AT1G29920', 'AT4G35770', 'AT4G20820', 'AT5G13120', 'AT1G42960', 'AT3G22690', 'AT1G17850', 'AT1G06690']
4104	41	45	4	16	['AT2G42220', 'AT2G35040', 'AT5G53170', 'AT3G21055', 'AT1G52220', 'AT1G75690', 'AT3G60370', 'AT3G28850', 'AT2G22360', 'AT1G51350', 'AT5G59250', 'AT3G46780', 'AT1G22450', 'AT5G21430', 'AT1G22020', 'AT4G16155']
9015	9	24	15	14	['AT2G17630', 'AT5G13120', 'AT1G14150', 'AT5G19370', 'AT5G15250', 'AT2G44990', 'AT3G15110', 'AT4G37925', 'AT5G52780', 'AT4G23890', 'AT2G41330', 'AT1G72640', 'AT5G01500', 'AT2G26800']
31010	31	41	10	5	['AT3G60370', 'AT5G52970', 'AT4G13670', 'AT5G12470', 'AT1G07510']
1409a	14	23	9	4	['AT2G27290', 'AT4G39960', 'AT1G74710', 'AT5G42765']
12017	12	29	17	5	['AT2G41330', 'AT5G15250', 'AT5G02160', 'AT3G15110', 'AT4G04020']
3004	30	34	4	19	['AT3G15360', 'AT1G29920', 'AT1G74710', 'AT1G55370', 'AT3G55330', 'AT2G20270', 'AT4G35770', 'AT2G24020', 'AT1G15820', 'AT1G42960', 'AT3G22690', 'AT2G40760', 'AT1G15140', 'AT3G57680', 'AT5G35170', 'AT4G24750', 'AT5G23890', 'AT2G43010', 'AT1G06690']
2804	28	32	4	10	['AT1G20810', 'AT2G21160', 'AT1G79230', 'AT3G53560', 'AT1G74070', 'AT1G51110', 'AT5G53490', 'AT3G26080', 'AT4G28025', 'AT2G37230']
2408	24	32	8	4	['AT2G35040', 'AT5G53170', 'AT4G16155', 'AT1G22450']
14027	14	41	27	5	['AT3G47060', 'AT2G40100', 'AT2G26800', 'AT4G37925', 'AT1G14150']
2408a	24	32	8	15	['AT2G17630', 'AT3G08920', 'AT2G29500', 'AT2G20260', 'AT5G62720', 'AT2G37660', 'AT1G27510', 'AT3G01440', 'AT1G14150', 'AT2G40100', 'AT2G44990', 'AT3G47060', 'AT4G23890', 'AT4G37925', 'AT2G26800']
206a	2	8	6	7	['AT3G10470', 'AT2G35040', 'AT2G20270', 'AT1G52220', 'AT4G13670', 'AT5G03455', 'AT1G17850']
1504b	15	19	4	19	['AT2G42220', 'AT4G13670', 'AT5G19500', 'AT5G53170', 'AT4G13010', 'AT4G39460', 'AT1G50250', 'AT3G60370', 'AT3G58010', 'AT4G38380', 'AT2G22360', 'AT1G42960', 'AT5G16150', 'AT3G25480', 'AT5G16660', 'AT2G42975', 'AT1G50460', 'AT1G22020', 'AT5G12470']
3015	3	18	15	7	['AT4G16155', 'AT3G28850', 'AT1G75690', 'AT1G51350', 'AT5G59250', 'AT3G15840', 'AT1G56500']
2004a	20	24	4	14	['AT1G20810', 'AT1G16790', 'AT2G21160', 'AT1G79230', 'AT3G53560', 'AT1G74070', 'AT1G79450', 'AT1G51110', 'AT5G53490', 'AT4G24930', 'AT3G26080', 'AT1G15140', 'AT4G28025', 'AT1G03850']
2303d	23	26	3	9	['AT5G39830', 'AT3G10470', 'AT1G72640', 'AT4G31560', 'AT1G66670', 'AT4G01050', 'AT5G03455', 'AT2G40400', 'AT4G01900']
